mono,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_012521928.2,XP_025270194.1,4.00E-114,339,3.00E-114,339
XP_012521929.1,XP_025270850.1,0,641,0,641
XP_012521930.1,XP_025270850.1,0,641,0,641
XP_012521933.1,XP_025266436.1,1.00E-124,394,5.00E-122,387
XP_012521934.1,XP_011263583.1,6.00E-97,280,6.00E-97,280
XP_012521936.1,XP_011262729.1,0,605,0,583
XP_012521936.1,XP_011262810.1,0,605,0,583
XP_012521936.1,XP_019884560.1,0,605,0,583
XP_012521941.1,XP_011261827.1,0,667,0,667
XP_012521943.1,XP_025268127.1,0,2122,0,2080
XP_012521945.1,XP_011263533.1,0,1231,0,1172
XP_012521948.1,XP_011250711.1,0,1486,0,1503
XP_012521948.1,XP_011250712.1,0,1484,0,1501
XP_012521949.1,XP_011265090.3,3.00E-145,407,3.00E-145,407
XP_012521950.1,XP_025268127.1,0,2129,0,2087
XP_012521951.1,XP_011250714.1,0,1176,0,1195
XP_012521951.1,XP_011250715.1,0,1176,0,1195
XP_012521952.1,XP_011250714.1,0,1176,0,1195
XP_012521952.1,XP_011250715.1,0,1176,0,1195
XP_012521953.1,XP_011250714.1,0,1176,0,1195
XP_012521953.1,XP_011250715.1,0,1176,0,1195
XP_012521954.1,XP_025265967.1,0,980,0,980
XP_012521956.1,XP_011269298.1,0,1188,0,1180
XP_012521958.2,XP_025264353.1,1.00E-107,325,9.00E-119,354
XP_012521960.1,XP_011263585.2,0,2399,0,2424
XP_012521960.1,XP_025268101.1,0,2399,0,2424
XP_012521960.1,XP_025268102.1,0,2399,0,2424
XP_012521960.1,XP_025268103.1,0,2399,0,2424
XP_012521961.1,XP_011263820.1,0,978,0,978
XP_012521962.1,XP_025270095.1,1.00E-93,278,6.00E-98,288
XP_012521963.1,XP_011261747.1,0,1674,0,1689
XP_012521963.1,XP_011261749.1,0,1668,0,1685
XP_012521963.1,XP_025269720.1,0,1642,0,1660
XP_012521963.1,XP_025269721.1,0,1632,0,1650
XP_012521965.1,XP_011256478.1,0,1031,0,1031
XP_012521968.1,XP_025268646.1,8.00E-72,213,7.00E-72,213
XP_012521970.1,XP_011262692.1,0,612,0,596
XP_012521971.1,XP_011262693.1,0,558,0,558
XP_012521975.1,XP_011269455.2,0,778,0,799
XP_012521975.1,XP_011269456.2,0,773,0,799
XP_012521975.1,XP_019885568.2,0,779,0,803
XP_012521977.1,XP_011269455.2,0,768,0,793
XP_012521977.1,XP_011269456.2,0,767,0,793
XP_012521977.1,XP_019885568.2,0,768,0,791
XP_012521980.1,XP_011269453.1,6.00E-71,211,5.00E-71,211
XP_012521981.1,XP_011263343.1,0,699,0,713
XP_012521985.1,XP_011258087.1,0,548,0,552
XP_012521986.1,XP_011258087.1,0,548,0,552
XP_012521988.1,XP_011261873.1,0,964,0,964
XP_012521988.1,XP_011261874.1,0,964,0,964
XP_012521988.1,XP_011261875.1,0,964,0,964
XP_012521990.1,XP_011255313.2,0,816,0,816
XP_012521991.1,XP_011265030.2,0,821,0,821
XP_012521993.1,XP_025261853.1,6.00E-80,244,3.00E-79,243
XP_012521995.1,XP_011254264.1,0,706,0,699
XP_012521996.1,XP_025269376.1,0,2298,0,2242
XP_012521996.1,XP_025269377.1,0,2293,0,2236
XP_012521996.1,XP_025269378.1,0,2288,0,2231
XP_012521996.1,XP_025269379.1,0,2281,0,2226
XP_012521996.1,XP_025269380.1,0,2265,0,2210
XP_012521996.1,XP_025269381.1,0,2272,0,2214
XP_012521997.1,XP_025269376.1,0,2293,0,2236
XP_012521997.1,XP_025269377.1,0,2297,0,2240
XP_012521997.1,XP_025269378.1,0,2282,0,2224
XP_012521997.1,XP_025269379.1,0,2276,0,2219
XP_012521997.1,XP_025269380.1,0,2258,0,2205
XP_012521997.1,XP_025269381.1,0,2264,0,2207
XP_012521998.1,XP_025269376.1,0,2288,0,2231
XP_012521998.1,XP_025269377.1,0,2282,0,2224
XP_012521998.1,XP_025269378.1,0,2293,0,2237
XP_012521998.1,XP_025269379.1,0,2272,0,2214
XP_012521998.1,XP_025269380.1,0,2254,0,2199
XP_012521998.1,XP_025269381.1,0,2276,0,2221
XP_012522000.1,XP_025269376.1,0,2281,0,2226
XP_012522000.1,XP_025269377.1,0,2277,0,2219
XP_012522000.1,XP_025269378.1,0,2272,0,2214
XP_012522000.1,XP_025269379.1,0,2289,0,2234
XP_012522000.1,XP_025269380.1,0,2249,0,2192
XP_012522000.1,XP_025269381.1,0,2277,0,2223
XP_012522001.1,XP_025269376.1,0,2272,0,2214
XP_012522001.1,XP_025269377.1,0,2264,0,2208
XP_012522001.1,XP_025269378.1,0,2276,0,2221
XP_012522001.1,XP_025269379.1,0,2277,0,2223
XP_012522001.1,XP_025269380.1,0,2238,0,2182
XP_012522001.1,XP_025269381.1,0,2284,0,2228
XP_012522002.1,XP_025269373.1,7.00E-144,412,6.00E-144,412
XP_012522012.1,XP_011265129.1,0,686,0,686
XP_012522012.1,XP_011265130.1,0,686,0,686
XP_012522013.1,XP_011265127.1,1.00E-126,363,1.00E-120,348
XP_012522019.1,XP_011252820.1,0,1214,0,1214
XP_012522020.1,XP_011266733.1,0,1722,0,1687
XP_012522020.1,XP_011266734.1,0,1644,0,1607
XP_012522021.1,XP_011266733.1,0,1644,0,1607
XP_012522021.1,XP_011266734.1,0,1661,0,1624
XP_012522024.1,XP_011266739.1,0,951,0,951
XP_012522024.1,XP_011266740.1,0,951,0,951
XP_012522025.1,XP_011266739.1,0,951,0,951
XP_012522025.1,XP_011266740.1,0,951,0,951
XP_012522028.1,XP_025265238.1,4.00E-142,410,3.00E-142,410
XP_012522028.1,XP_025266510.1,1.00E-143,416,8.00E-144,416
XP_012522031.1,XP_011250479.1,0,756,0,756
XP_012522031.1,XP_011257342.1,0,787,0,787
XP_012522031.1,XP_011257343.1,0,787,0,787
XP_012522031.1,XP_011267531.1,0,769,0,769
XP_012522031.1,XP_011267532.1,0,769,0,769
XP_012522031.1,XP_011267533.1,0,769,0,769
XP_012522031.1,XP_011267534.2,0,773,0,773
XP_012522032.1,XP_011250479.1,0,756,0,756
XP_012522032.1,XP_011257342.1,0,787,0,787
XP_012522032.1,XP_011257343.1,0,787,0,787
XP_012522032.1,XP_011267531.1,0,769,0,769
XP_012522032.1,XP_011267532.1,0,769,0,769
XP_012522032.1,XP_011267533.1,0,769,0,769
XP_012522032.1,XP_011267534.2,0,773,0,773
XP_012522033.1,XP_011257344.2,0,632,0,632
XP_012522040.1,XP_019883665.1,0,1382,0,1409
XP_012522040.1,XP_025263486.1,0,1382,0,1409
XP_012522042.1,XP_011262708.1,0,4020,0,4038
XP_012522043.1,XP_011262709.1,0,733,0,733
XP_012522047.1,XP_019883665.1,0,1382,0,1409
XP_012522047.1,XP_025263486.1,0,1382,0,1409
XP_012522048.1,XP_011254452.1,8.00E-150,427,2.00E-149,426
XP_012522049.1,XP_011269396.1,0,3082,0,3060
XP_012522050.1,XP_025270602.1,0,1565,0,1565
XP_012522050.1,XP_025270603.1,0,1554,0,1554
XP_012522051.1,XP_025270602.1,0,1565,0,1565
XP_012522051.1,XP_025270603.1,0,1554,0,1554
XP_012522053.1,XP_011260235.1,5.00E-156,437,4.00E-156,437
XP_012522053.1,XP_011260236.1,5.00E-156,437,4.00E-156,437
XP_012522055.1,XP_011269385.1,0,688,0,702
XP_012522056.1,XP_011265091.1,0,734,0,734
XP_012522057.1,XP_011259307.1,0,1084,0,1084
XP_012522060.1,XP_019885559.1,2.00E-127,360,2.00E-127,360
XP_012522063.1,XP_025270587.1,0,1603,0,1635
XP_012522064.1,XP_011269391.1,0,678,0,678
XP_012522065.1,XP_019885549.1,5.00E-108,311,5.00E-108,311
XP_012522066.1,XP_011269400.1,0,820,0,820
XP_012522067.1,XP_011254455.1,9.00E-113,323,8.00E-113,323
XP_012522067.1,XP_011254456.1,9.00E-113,323,8.00E-113,323
XP_012522068.1,XP_011254455.1,9.00E-113,323,8.00E-113,323
XP_012522068.1,XP_011254456.1,9.00E-113,323,8.00E-113,323
XP_012522071.1,XP_011254450.1,2.00E-163,458,4.00E-163,457
XP_012522071.1,XP_011254451.1,2.00E-163,458,4.00E-163,457
XP_012522072.1,XP_011254454.1,0,1519,0,1519
XP_012522073.1,XP_011254453.1,0,925,0,925
XP_012522074.1,XP_011254453.1,0,924,0,924
XP_012522075.1,XP_011269392.1,0,518,0,517
XP_012522076.1,XP_011255001.1,2.00E-151,430,2.00E-154,438
XP_012522076.1,XP_011255002.1,3.00E-147,419,2.00E-150,427
XP_012522077.1,XP_025265910.1,1.00E-157,447,1.00E-157,447
XP_012522078.1,XP_025265910.1,3.00E-161,456,3.00E-161,456
XP_012522079.1,XP_025265911.1,5.00E-139,396,4.00E-139,396
XP_012522079.1,XP_025265912.1,7.00E-139,395,7.00E-139,395
XP_012522080.1,XP_011258868.1,0,679,0,679
XP_012522081.2,XP_011263559.1,3.00E-61,206,2.00E-61,206
XP_012522083.1,XP_011258864.1,6.00E-87,271,3.00E-83,261
XP_012522083.1,XP_011258865.1,6.00E-87,271,3.00E-83,261
XP_012522083.1,XP_011258866.1,6.00E-87,271,3.00E-83,261
XP_012522084.1,XP_011258864.1,9.00E-91,280,7.00E-87,270
XP_012522084.1,XP_011258865.1,9.00E-91,280,7.00E-87,270
XP_012522084.1,XP_011258866.1,8.00E-91,280,5.00E-87,270
XP_012522085.1,XP_011258869.1,8.00E-91,265,7.00E-91,265
XP_012522086.2,XP_011258863.1,0,1077,0,1077
XP_012522088.1,XP_011256082.1,0,2000,0,2007
XP_012522089.1,XP_011256082.1,0,2000,0,2007
XP_012522090.1,XP_025262659.1,0,1533,0,1533
XP_012522090.1,XP_025262660.1,0,1509,0,1509
XP_012522091.1,XP_025262659.1,0,1510,0,1510
XP_012522091.1,XP_025262660.1,0,1520,0,1520
XP_012522092.1,XP_025265089.1,6.00E-56,206,1.00E-57,211
XP_012522093.1,XP_025262662.1,0,1460,0,1460
XP_012522093.1,XP_025262663.1,0,1434,0,1434
XP_012522094.1,XP_025262661.1,0,1548,0,1534
XP_012522095.1,XP_025262662.1,0,1436,0,1436
XP_012522095.1,XP_025262663.1,0,1444,0,1444
XP_012522097.1,XP_025262664.1,0,1485,0,1461
XP_012522097.1,XP_025262665.1,0,1427,0,1427
XP_012522097.1,XP_025262666.1,0,1427,0,1427
XP_012522097.1,XP_025262667.1,0,1427,0,1427
XP_012522097.1,XP_025262668.1,0,1427,0,1427
XP_012522097.1,XP_025262669.1,0,1427,0,1427
XP_012522097.1,XP_025262670.1,0,1427,0,1427
XP_012522100.1,XP_025262664.1,0,1426,0,1426
XP_012522100.1,XP_025262665.1,0,1468,0,1468
XP_012522100.1,XP_025262666.1,0,1468,0,1468
XP_012522100.1,XP_025262667.1,0,1468,0,1468
XP_012522100.1,XP_025262668.1,0,1468,0,1468
XP_012522100.1,XP_025262669.1,0,1468,0,1468
XP_012522100.1,XP_025262670.1,0,1468,0,1468
XP_012522101.1,XP_025262664.1,0,1426,0,1426
XP_012522101.1,XP_025262665.1,0,1468,0,1468
XP_012522101.1,XP_025262666.1,0,1468,0,1468
XP_012522101.1,XP_025262667.1,0,1468,0,1468
XP_012522101.1,XP_025262668.1,0,1468,0,1468
XP_012522101.1,XP_025262669.1,0,1468,0,1468
XP_012522101.1,XP_025262670.1,0,1468,0,1468
XP_012522103.1,XP_025262671.1,0,1394,0,1373
XP_012522106.2,XP_019882041.2,0,701,0,676
XP_012522108.1,XP_011267566.2,1.00E-168,473,1.00E-168,473
XP_012522109.1,XP_011267002.1,0,1311,0,1311
XP_012522109.1,XP_011267003.1,0,1311,0,1311
XP_012522109.1,XP_011267004.1,0,1311,0,1311
XP_012522109.1,XP_025264558.1,0,1311,0,1311
XP_012522111.1,XP_011254236.1,0,503,0,503
XP_012522112.1,XP_011269097.1,0,1725,0,1730
XP_012522113.1,XP_025270034.1,4.00E-113,359,1.00E-110,352
XP_012522113.1,XP_025270035.1,4.00E-113,359,1.00E-110,352
XP_012522114.1,XP_011269098.1,0,1627,0,1633
XP_012522115.1,XP_025271086.1,0,652,0,657
XP_012522115.1,XP_025271087.1,0,654,0,659
XP_012522117.1,XP_019882364.1,3.00E-31,106,2.00E-31,106
XP_012522118.1,XP_011252493.1,0,563,0,575
XP_012522119.1,XP_011252470.1,0,1004,0,981
XP_012522119.1,XP_011252479.1,0,1004,0,981
XP_012522122.1,XP_025264903.1,2.00E-28,114,1.00E-25,105
XP_012522122.1,XP_025264904.1,2.00E-28,114,1.00E-25,105
XP_012522122.1,XP_025264905.1,1.00E-28,114,1.00E-25,105
XP_012522123.1,XP_025267907.1,0,867,0,912
XP_012522126.2,XP_025266021.1,0,942,0,943
XP_012522127.1,XP_011261102.2,4.00E-176,505,2.00E-176,505
XP_012522129.1,XP_011263478.1,0,1075,0,1049
XP_012522130.1,XP_011263478.1,0,1075,0,1049
XP_012522131.1,XP_011263478.1,0,1075,0,1049
XP_012522132.1,XP_011267124.1,2.00E-177,492,2.00E-177,492
XP_012522132.1,XP_025268536.1,2.00E-177,492,2.00E-177,492
XP_012522133.1,XP_011251397.2,0,4132,0,4259
XP_012522133.1,XP_019882163.2,0,4187,0,4317
XP_012522133.1,XP_019882164.2,0,4130,0,4259
XP_012522135.1,XP_011261554.1,7.00E-82,247,7.00E-86,257
XP_012522136.1,XP_011261554.1,7.00E-82,247,7.00E-86,257
XP_012522140.1,XP_011261571.1,2.00E-95,281,8.00E-96,281
XP_012522140.1,XP_011261572.1,4.00E-91,270,1.00E-91,271
XP_012522141.1,XP_011251398.2,0,4185,0,4311
XP_012522142.1,XP_011261571.1,2.00E-91,271,6.00E-92,271
XP_012522142.1,XP_025262935.1,3.00E-89,265,1.00E-89,265
XP_012522143.1,XP_011261568.1,7.00E-106,307,5.00E-106,307
XP_012522143.1,XP_011261570.1,8.00E-102,297,8.00E-102,296
XP_012522144.1,XP_011261568.1,1.00E-101,296,4.00E-102,297
XP_012522144.1,XP_011261570.1,6.00E-104,302,3.00E-104,303
XP_012522145.1,XP_011261571.1,2.00E-93,275,1.00E-93,275
XP_012522145.1,XP_011261572.1,1.00E-91,270,6.00E-92,271
XP_012522146.1,XP_011261571.1,5.00E-92,271,3.00E-92,271
XP_012522146.1,XP_011261572.1,2.00E-96,283,1.00E-96,283
XP_012522146.1,XP_025262935.1,2.00E-92,272,2.00E-92,272
XP_012522147.1,XP_011261557.1,9.00E-133,375,8.00E-133,375
XP_012522148.1,XP_011261563.1,1.00E-73,218,1.00E-73,218
XP_012522148.1,XP_011261564.1,1.00E-73,218,1.00E-73,218
XP_012522148.1,XP_011261565.1,1.00E-73,218,1.00E-73,218
XP_012522148.1,XP_011261566.1,1.00E-73,218,1.00E-73,218
XP_012522148.1,XP_011261567.1,1.00E-73,218,1.00E-73,218
XP_012522149.1,XP_011261555.1,3.00E-157,458,2.00E-157,458
XP_012522150.1,XP_019882165.2,0,3971,0,4100
XP_012522151.1,XP_011261556.1,2.00E-174,485,1.00E-174,485
XP_012522152.1,XP_011261552.1,0,1708,0,1638
XP_012522152.1,XP_019884094.1,0,1707,0,1638
XP_012522152.1,XP_019884095.1,0,1702,0,1632
XP_012522153.1,XP_011261593.1,0,1222,0,1222
XP_012522154.1,XP_025270011.1,0,502,0,502
XP_012522155.1,XP_011261551.1,0,650,0,650
XP_012522159.1,XP_011258115.1,7.00E-149,423,1.00E-144,412
XP_012522161.1,XP_025268819.1,0,857,0,857
XP_012522164.1,XP_011259539.1,0,1064,0,1064
XP_012522165.1,XP_011257189.1,0,2113,0,2095
XP_012522166.1,XP_011257185.1,0,691,0,691
XP_012522166.1,XP_011257187.1,0,691,0,691
XP_012522166.1,XP_011257188.1,0,680,0,680
XP_012522166.1,XP_019883296.1,0,691,0,691
XP_012522166.1,XP_025268546.1,0,691,0,691
XP_012522166.1,XP_025268548.1,0,680,0,680
XP_012522166.1,XP_025268549.1,0,680,0,680
XP_012522167.1,XP_011257185.1,0,691,0,691
XP_012522167.1,XP_011257187.1,0,691,0,691
XP_012522167.1,XP_011257188.1,0,680,0,680
XP_012522167.1,XP_019883296.1,0,691,0,691
XP_012522167.1,XP_025268546.1,0,691,0,691
XP_012522167.1,XP_025268548.1,0,680,0,680
XP_012522167.1,XP_025268549.1,0,680,0,680
XP_012522169.1,XP_011257185.1,0,680,0,680
XP_012522169.1,XP_011257187.1,0,680,0,680
XP_012522169.1,XP_011257188.1,0,686,0,686
XP_012522169.1,XP_019883296.1,0,680,0,680
XP_012522169.1,XP_025268546.1,0,680,0,680
XP_012522169.1,XP_025268548.1,0,686,0,686
XP_012522169.1,XP_025268549.1,0,686,0,686
XP_012522170.1,XP_025270091.1,3.00E-163,462,2.00E-163,462
XP_012522171.1,XP_011260726.1,0,714,0,696
XP_012522172.1,XP_011254551.1,1.00E-83,244,9.00E-84,244
XP_012522173.1,XP_011251400.1,0,661,0,661
XP_012522173.1,XP_025268829.1,0,652,0,652
XP_012522174.1,XP_011260725.1,0,546,0,523
XP_012522175.1,XP_025270072.1,9.00E-41,132,7.00E-41,132
XP_012522176.1,XP_011260727.1,0,577,0,606
XP_012522176.1,XP_011260728.1,0,577,0,606
XP_012522176.1,XP_025270002.1,0,577,0,606
XP_012522176.1,XP_025270003.1,0,577,0,606
XP_012522177.1,XP_011260727.1,0,577,0,606
XP_012522177.1,XP_011260728.1,0,577,0,606
XP_012522177.1,XP_025270002.1,0,577,0,606
XP_012522177.1,XP_025270003.1,0,577,0,606
XP_012522178.1,XP_011260727.1,0,577,0,606
XP_012522178.1,XP_011260728.1,0,577,0,606
XP_012522178.1,XP_025270002.1,0,577,0,606
XP_012522178.1,XP_025270003.1,0,577,0,606
XP_012522179.1,XP_011260727.1,0,577,0,606
XP_012522179.1,XP_011260728.1,0,577,0,606
XP_012522179.1,XP_025270002.1,0,577,0,606
XP_012522179.1,XP_025270003.1,0,577,0,606
XP_012522180.2,XP_011251388.2,0,776,0,765
XP_012522181.1,XP_011256517.1,0,746,0,746
XP_012522182.1,XP_011256580.1,0,559,0,540
XP_012522184.1,XP_011265372.1,0,1184,0,1184
XP_012522185.1,XP_011258815.1,0,1358,0,1361
XP_012522185.1,XP_019883592.1,0,1358,0,1361
XP_012522186.1,XP_011265372.1,0,1177,0,1177
XP_012522187.1,XP_011256464.1,3.00E-115,332,2.00E-113,327
XP_012522187.1,XP_011256465.1,3.00E-115,332,2.00E-113,327
XP_012522187.1,XP_025263628.1,3.00E-115,332,2.00E-113,327
XP_012522189.1,XP_011251022.1,4.00E-142,402,3.00E-142,402
XP_012522190.1,XP_011266937.1,0,629,0,629
XP_012522195.1,XP_011255315.2,0,1155,0,1155
XP_012522200.1,XP_011251961.1,9.00E-147,424,8.00E-147,424
XP_012522202.1,XP_011255315.2,0,1155,0,1155
XP_012522203.1,XP_011251960.1,6.00E-57,176,3.00E-65,197
XP_012522205.1,XP_011254627.1,4.00E-137,385,3.00E-137,385
XP_012522205.1,XP_011254628.1,4.00E-137,385,3.00E-137,385
XP_012522207.1,XP_011265473.2,0,664,0,664
XP_012522207.1,XP_011265474.2,0,664,0,664
XP_012522209.1,XP_011265910.1,0,736,0,726
XP_012522210.1,XP_011258081.2,0,2262,0,2289
XP_012522212.1,XP_011255316.1,2.00E-51,161,4.00E-56,173
XP_012522214.1,XP_011255397.1,0,1631,0,1636
XP_012522215.1,XP_011255397.1,0,1711,0,1715
XP_012522218.1,XP_011255101.1,1.00E-163,465,2.00E-162,461
XP_012522220.1,XP_011264950.1,0,981,0,964
XP_012522221.1,XP_011265016.1,0,561,0,530
XP_012522221.1,XP_011265018.1,0,561,0,530
XP_012522221.1,XP_011265019.1,0,561,0,530
XP_012522221.1,XP_011265020.1,0,561,0,530
XP_012522221.1,XP_011265021.1,0,561,0,530
XP_012522221.1,XP_011265022.1,0,561,0,530
XP_012522222.1,XP_011264948.1,0,736,0,736
XP_012522223.1,XP_011264948.1,0,736,0,736
XP_012522224.1,XP_011264948.1,0,736,0,736
XP_012522228.1,XP_011265024.1,7.00E-176,492,4.00E-163,459
XP_012522229.1,XP_011256501.1,0,542,0,542
XP_012522231.1,XP_011267563.1,1.00E-151,433,9.00E-152,433
XP_012522231.1,XP_011267564.1,1.00E-151,433,9.00E-152,433
XP_012522231.1,XP_011267565.1,1.00E-151,433,9.00E-152,433
XP_012522231.1,XP_019885212.1,1.00E-151,433,9.00E-152,433
XP_012522232.1,XP_011267563.1,1.00E-151,433,9.00E-152,433
XP_012522232.1,XP_011267564.1,1.00E-151,433,9.00E-152,433
XP_012522232.1,XP_011267565.1,1.00E-151,433,9.00E-152,433
XP_012522232.1,XP_019885212.1,1.00E-151,433,9.00E-152,433
XP_012522233.1,XP_011255051.2,1.00E-65,210,3.00E-70,222
XP_012522233.1,XP_011255053.2,6.00E-66,210,2.00E-70,222
XP_012522233.1,XP_011255054.2,8.00E-66,210,1.00E-70,223
XP_012522233.1,XP_011255055.2,2.00E-67,214,5.00E-71,223
XP_012522234.1,XP_011255056.2,3.00E-132,388,2.00E-132,388
XP_012522235.1,XP_011255056.2,4.00E-128,377,3.00E-128,377
XP_012522237.1,XP_011264201.1,0,785,0,801
XP_012522238.1,XP_011264200.1,0,662,0,662
XP_012522240.1,XP_011265025.1,4.00E-52,161,4.00E-52,161
XP_012522241.1,XP_011264203.1,0,535,0,535
XP_012522242.1,XP_011264202.1,1.00E-151,425,5.00E-154,431
XP_012522243.1,XP_011264204.1,0,860,0,855
XP_012522243.1,XP_011264205.1,0,860,0,855
XP_012522244.1,XP_011264204.1,0,860,0,855
XP_012522244.1,XP_011264205.1,0,860,0,855
XP_012522245.1,XP_011264204.1,0,860,0,855
XP_012522245.1,XP_011264205.1,0,860,0,855
XP_012522246.1,XP_011264206.1,0,1247,0,1261
XP_012522246.1,XP_011264208.1,0,1186,0,1202
XP_012522247.1,XP_011264206.1,0,1186,0,1201
XP_012522247.1,XP_011264208.1,0,1202,0,1216
XP_012522254.1,XP_011263394.1,1.00E-47,149,1.00E-47,149
XP_012522254.1,XP_025266588.1,1.00E-47,149,1.00E-47,149
XP_012522255.1,XP_011263392.1,1.00E-75,227,2.00E-65,201
XP_012522256.1,XP_011267446.1,0,841,0,840
XP_012522256.1,XP_011267447.1,0,841,0,840
XP_012522256.1,XP_025266655.1,0,841,0,840
XP_012522257.1,XP_011267446.1,0,802,0,801
XP_012522257.1,XP_011267447.1,0,802,0,801
XP_012522257.1,XP_025266655.1,0,802,0,801
XP_012522258.1,XP_011261809.1,7.00E-126,355,7.00E-126,355
XP_012522259.1,XP_011261684.1,0,1691,0,1691
XP_012522259.1,XP_025266226.1,0,1691,0,1691
XP_012522259.1,XP_025266227.1,0,1661,0,1661
XP_012522263.1,XP_011261682.1,0,802,0,802
XP_012522263.1,XP_025266228.1,0,802,0,802
XP_012522264.2,XP_011269361.3,0,2831,0,2824
XP_012522265.1,XP_011261804.2,0,827,0,827
XP_012522266.1,XP_011261804.2,0,827,0,827
XP_012522267.1,XP_025266019.1,0,1020,0,1011
XP_012522268.1,XP_011261806.1,0,1265,0,1265
XP_012522271.1,XP_011261805.1,0,719,0,719
XP_012522272.1,XP_011261805.1,0,719,0,719
XP_012522274.1,XP_011267237.1,0,911,0,911
XP_012522274.1,XP_011267238.1,0,911,0,911
XP_012522274.1,XP_011267241.1,0,911,0,911
XP_012522274.1,XP_019885144.1,0,911,0,911
XP_012522275.1,XP_011267237.1,0,911,0,911
XP_012522275.1,XP_011267238.1,0,911,0,911
XP_012522275.1,XP_011267241.1,0,911,0,911
XP_012522275.1,XP_019885144.1,0,911,0,911
XP_012522277.1,XP_025271315.1,5.00E-107,311,2.00E-80,243
XP_012522281.1,XP_019885145.1,0,871,0,871
XP_012522282.1,XP_011267244.1,0,607,0,647
XP_012522283.1,XP_025265604.1,2.00E-120,349,1.00E-120,349
XP_012522284.1,XP_025265604.1,2.00E-120,349,1.00E-120,349
XP_012522286.1,XP_025265608.1,3.00E-76,228,2.00E-76,228
XP_012522287.1,XP_011269250.1,0,787,0,787
XP_012522287.1,XP_019885529.1,0,758,0,758
XP_012522288.1,XP_011269250.1,0,791,0,791
XP_012522288.1,XP_019885529.1,0,762,0,762
XP_012522289.1,XP_011269250.1,0,756,0,756
XP_012522289.1,XP_019885529.1,0,755,0,755
XP_012522290.1,XP_011269250.1,0,758,0,758
XP_012522290.1,XP_019885529.1,0,755,0,755
XP_012522291.1,XP_011269353.1,6.00E-63,196,5.00E-63,196
XP_012522292.1,XP_019885529.1,0,740,0,740
XP_012522293.1,XP_019885529.1,0,743,0,743
XP_012522301.1,XP_011266795.1,3.00E-169,480,1.00E-169,481
XP_012522301.1,XP_019885061.1,3.00E-169,480,1.00E-169,481
XP_012522302.1,XP_025271296.1,1.00E-61,191,1.00E-61,191
XP_012522302.1,XP_025271297.1,1.00E-61,191,1.00E-61,191
XP_012522303.1,XP_011266795.1,3.00E-169,480,1.00E-169,481
XP_012522303.1,XP_019885061.1,3.00E-169,480,1.00E-169,481
XP_012522304.1,XP_011266795.1,3.00E-169,480,1.00E-169,481
XP_012522304.1,XP_019885061.1,3.00E-169,480,1.00E-169,481
XP_012522305.1,XP_011266793.1,1.00E-165,463,7.00E-166,463
XP_012522306.1,XP_011266793.1,1.00E-165,463,7.00E-166,463
XP_012522307.1,XP_011266792.1,1.00E-174,484,1.00E-174,484
XP_012522308.1,XP_011265180.1,0,647,0,647
XP_012522310.1,XP_011265178.1,0,536,0,539
XP_012522311.1,XP_011265178.1,0,529,0,533
XP_012522312.1,XP_011266798.1,1.00E-153,428,9.00E-154,428
XP_012522313.1,XP_011269360.2,6.00E-143,409,6.00E-143,409
XP_012522314.1,XP_011269920.2,0,1766,0,1793
XP_012522314.1,XP_011269921.2,0,1766,0,1793
XP_012522314.1,XP_011269922.2,0,1719,0,1745
XP_012522315.1,XP_011269920.2,0,1721,0,1746
XP_012522315.1,XP_011269921.2,0,1721,0,1746
XP_012522315.1,XP_011269922.2,0,1719,0,1744
XP_012522316.1,XP_011254611.1,0,1134,0,1134
XP_012522317.1,XP_011254611.1,0,1134,0,1134
XP_012522318.1,XP_011254611.1,0,1134,0,1134
XP_012522322.1,XP_011253865.1,0,1055,0,1067
XP_012522323.1,XP_011269403.1,0,603,0,603
XP_012522325.1,XP_025262187.1,3.00E-165,462,3.00E-165,462
XP_012522326.1,XP_011253864.1,2.00E-107,307,2.00E-107,307
XP_012522327.1,XP_025263590.1,2.00E-75,229,5.00E-85,253
XP_012522328.1,XP_011250879.1,0,1026,0,1026
XP_012522328.1,XP_011250887.1,0,1026,0,1026
XP_012522328.1,XP_011250891.1,0,1026,0,1026
XP_012522328.1,XP_025263588.1,0,1026,0,1026
XP_012522329.1,XP_011250879.1,0,1026,0,1026
XP_012522329.1,XP_011250887.1,0,1026,0,1026
XP_012522329.1,XP_011250891.1,0,1026,0,1026
XP_012522329.1,XP_025263588.1,0,1026,0,1026
XP_012522330.1,XP_011250903.1,0,612,0,612
XP_012522338.1,XP_011257710.1,8.00E-171,488,7.00E-171,488
XP_012522339.1,XP_011257323.1,0,842,0,842
XP_012522340.1,XP_011257323.1,0,856,0,856
XP_012522344.1,XP_025271298.1,1.00E-85,252,9.00E-86,252
XP_012522345.1,XP_011254613.1,9.00E-96,286,3.00E-96,288
XP_012522346.1,XP_011254584.1,0,701,0,706
XP_012522347.1,XP_011254586.1,0,556,0,548
XP_012522348.1,XP_011254586.1,0,535,0,535
