agam,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_001238813.1,XP_011267261.1,4.00E-34,128,2.00E-34,128
XP_001238814.1,XP_011267261.1,4.00E-34,128,2.00E-34,128
XP_001238816.1,XP_011250986.1,2.00E-82,246,1.00E-82,246
XP_001238821.3,XP_011265872.1,6.00E-116,353,3.00E-116,353
XP_001238825.3,XP_011252001.1,1.00E-145,409,6.00E-146,409
XP_001238827.3,XP_011252001.1,1.00E-145,409,6.00E-146,409
XP_001238828.3,XP_011252001.1,1.00E-145,409,6.00E-146,409
XP_001687758.1,XP_011268191.1,7.00E-110,349,6.00E-109,346
XP_001687772.2,XP_011262835.1,4.00E-61,204,3.00E-61,204
XP_001687782.2,XP_011251976.1,1.00E-27,100,7.00E-28,100
XP_001687783.1,XP_011264309.1,5.00E-118,351,2.00E-118,351
XP_001687783.1,XP_025262932.1,5.00E-118,351,2.00E-118,351
XP_001687784.1,XP_011269659.1,2.00E-32,127,9.00E-33,127
XP_001687807.1,XP_011252575.1,3.00E-09,52,1.00E-09,52
XP_001687819.2,XP_011258595.1,8.00E-25,103,8.00E-25,102
XP_001687829.2,XP_011253932.1,6.00E-13,63.9,3.00E-13,63.9
XP_001687829.2,XP_025270986.1,6.00E-13,63.9,3.00E-13,63.9
XP_001687829.2,XP_025270987.1,6.00E-13,63.9,3.00E-13,63.9
XP_001687831.2,XP_011254895.1,4.00E-108,362,1.00E-111,370
XP_001687831.2,XP_011254897.1,4.00E-108,362,1.00E-111,370
XP_001687831.2,XP_019882867.1,4.00E-108,362,1.00E-111,370
XP_001687831.2,XP_025262404.1,4.00E-108,362,1.00E-111,370
XP_001687831.2,XP_025262405.1,4.00E-108,362,1.00E-111,370
XP_001687839.2,XP_011255458.1,3.00E-126,373,2.00E-124,367
XP_001687839.2,XP_011255459.1,3.00E-126,373,2.00E-124,367
XP_001687839.2,XP_011255460.1,3.00E-126,373,2.00E-124,367
XP_001687839.2,XP_011255461.1,1.00E-127,374,2.00E-125,367
XP_001687839.2,XP_019882946.1,2.00E-126,372,1.00E-124,367
XP_001687840.1,XP_011263277.1,6.00E-79,253,2.00E-79,253
XP_001687842.2,XP_011269058.1,2.00E-58,207,1.00E-58,207
XP_001687852.1,XP_011267778.1,9.00E-135,392,2.00E-126,370
XP_001687852.1,XP_011267779.1,8.00E-132,383,1.00E-123,362
XP_001687853.1,XP_011267778.1,9.00E-135,392,2.00E-126,370
XP_001687853.1,XP_011267779.1,8.00E-132,383,1.00E-123,362
XP_001687854.1,XP_011267778.1,9.00E-135,392,2.00E-126,370
XP_001687854.1,XP_011267779.1,8.00E-132,383,1.00E-123,362
XP_001687855.1,XP_011256894.1,0,739,0,739
XP_001687857.1,XP_011250765.1,2.00E-150,421,1.00E-150,421
XP_001687857.1,XP_011250774.1,2.00E-150,421,1.00E-150,421
XP_001687857.1,XP_011250782.1,2.00E-150,421,1.00E-150,421
XP_001687858.1,XP_011250765.1,2.00E-150,421,1.00E-150,421
XP_001687858.1,XP_011250774.1,2.00E-150,421,1.00E-150,421
XP_001687858.1,XP_011250782.1,2.00E-150,421,1.00E-150,421
XP_001687860.1,XP_011250794.1,9.00E-166,466,7.00E-168,471
XP_001687860.1,XP_011250801.1,1.00E-162,458,1.00E-164,462
XP_001687860.1,XP_011250809.1,2.00E-160,452,3.00E-169,474
XP_001687862.1,XP_011260288.1,4.00E-131,390,2.00E-131,390
XP_001687862.1,XP_011260289.1,3.00E-131,391,1.00E-131,391
XP_001687862.1,XP_011260290.1,3.00E-131,391,1.00E-131,391
XP_001687862.1,XP_019883818.1,3.00E-131,391,1.00E-131,391
XP_001687864.1,XP_011250716.1,2.00E-148,427,8.00E-149,427
XP_001687864.1,XP_011250717.1,2.00E-148,427,8.00E-149,427
XP_001687866.1,XP_011268295.1,7.00E-97,287,3.00E-97,287
XP_001687869.1,XP_011250874.1,4.00E-169,471,2.00E-169,471
XP_001687869.1,XP_011250875.1,5.00E-174,484,2.00E-174,484
XP_001687869.1,XP_011250876.1,8.00E-169,470,3.00E-169,470
XP_001687869.1,XP_011250877.1,8.00E-169,470,3.00E-169,470
XP_001687870.1,XP_011250874.1,4.00E-169,471,2.00E-169,471
XP_001687870.1,XP_011250875.1,5.00E-174,484,2.00E-174,484
XP_001687870.1,XP_011250876.1,8.00E-169,470,3.00E-169,470
XP_001687870.1,XP_011250877.1,8.00E-169,470,3.00E-169,470
XP_001687871.1,XP_011250874.1,9.00E-173,480,4.00E-173,480
XP_001687871.1,XP_011250875.1,8.00E-168,468,3.00E-168,468
XP_001687871.1,XP_011250876.1,2.00E-172,479,7.00E-173,479
XP_001687871.1,XP_011250877.1,2.00E-172,479,7.00E-173,479
XP_001687873.1,XP_011253114.1,0,653,0,638
XP_001687874.1,XP_011253114.1,0,653,0,638
XP_001687875.1,XP_011253114.1,0,653,0,638
XP_001687876.1,XP_011253114.1,0,651,0,636
XP_001687877.1,XP_025262486.1,0,1654,0,1659
XP_001687881.1,XP_011261605.2,0,550,0,552
XP_001687881.1,XP_011261609.1,0,541,0,528
XP_001687885.2,XP_019885099.1,0,995,0,1995
XP_001687885.2,XP_019885100.1,0,996,0,1996
XP_001687885.2,XP_019885101.1,0,983,0,2088
XP_001687885.2,XP_025263081.1,0,995,0,1997
XP_001687888.1,XP_011255380.1,3.00E-93,274,1.00E-93,274
XP_001687890.1,XP_011254718.1,2.00E-131,387,8.00E-133,390
XP_001687890.1,XP_011254719.1,2.00E-131,387,8.00E-133,390
XP_001687891.1,XP_011256217.1,0,573,0,561
XP_001687891.1,XP_011256218.1,0,557,0,545
XP_001687895.1,XP_011260769.1,2.00E-93,287,7.00E-94,287
XP_001687897.1,XP_011254042.1,0,1801,0,1806
XP_001687897.1,XP_011254043.1,0,1801,0,1806
XP_001687897.1,XP_011254044.1,0,1801,0,1806
XP_001687897.1,XP_011254045.1,0,1769,0,1773
XP_001687897.1,XP_025264043.1,0,1720,0,1724
XP_001687898.1,XP_019882699.1,8.00E-81,250,3.00E-81,250
XP_001687900.1,XP_011267844.1,7.00E-24,95.5,3.00E-24,95.5
XP_001687901.1,XP_011267844.1,7.00E-24,95.5,3.00E-24,95.5
XP_001687902.1,XP_011267844.1,3.00E-24,95.1,2.00E-24,95.1
XP_001687903.1,XP_019882760.2,0,3075,0,3043
XP_001687903.1,XP_025266195.1,0,3067,0,3034
XP_001687903.1,XP_025266196.1,0,3066,0,3033
XP_001687903.1,XP_025266197.1,0,3076,0,3039
XP_001687903.1,XP_025266198.1,0,3075,0,3038
XP_001687905.1,XP_025265187.1,2.00E-26,113,2.00E-26,113
XP_001687910.1,XP_019882160.1,6.00E-42,142,2.00E-42,142
XP_001687912.1,XP_025270324.1,4.00E-132,398,2.00E-132,398
XP_001687920.1,XP_011264067.1,4.00E-34,115,2.00E-34,115
XP_001687920.1,XP_011264068.1,7.00E-34,114,3.00E-34,114
XP_001687931.1,XP_011260480.1,5.00E-142,416,1.00E-147,429
XP_001687942.1,XP_011254133.1,0,617,0,596
XP_001687943.1,XP_011254133.1,0,617,0,596
XP_001687945.1,XP_011257504.1,4.00E-32,114,8.00E-32,112
XP_001687947.1,XP_011268125.1,3.00E-100,298,1.00E-100,298
XP_001687947.1,XP_011268126.1,3.00E-100,298,1.00E-100,298
XP_001687947.1,XP_025269317.1,3.00E-100,298,1.00E-100,298
XP_001687950.1,XP_011260121.1,1.00E-42,144,1.00E-42,144
XP_001687951.1,XP_011259920.1,9.00E-129,377,3.00E-129,377
XP_001687951.1,XP_011259921.1,9.00E-129,377,3.00E-129,377
XP_001687956.1,XP_011265617.1,8.00E-32,119,2.00E-30,114
XP_001687957.1,XP_011269228.1,9.00E-48,153,1.00E-49,157
XP_001687957.1,XP_011269229.1,6.00E-48,154,7.00E-50,157
XP_001687957.1,XP_025270864.1,9.00E-48,153,1.00E-49,157
XP_001687981.1,XP_011260864.1,0,693,0,692
XP_001687981.1,XP_011260866.1,0,691,0,689
XP_001687981.1,XP_019883930.1,0,692,0,690
XP_001687981.1,XP_019883931.1,0,699,0,697
XP_001687984.1,XP_011264092.1,3.00E-139,391,1.00E-139,391
XP_001687985.1,XP_011264092.1,3.00E-139,391,1.00E-139,391
XP_001687986.1,XP_011264090.1,3.00E-135,380,1.00E-135,380
XP_001688003.1,XP_011260461.1,7.00E-61,207,3.00E-61,207
XP_001688004.1,XP_011267964.1,3.00E-44,151,5.00E-51,167
XP_001688005.1,XP_011267964.1,3.00E-44,151,5.00E-51,167
XP_001688006.1,XP_011267964.1,3.00E-44,151,3.00E-51,168
XP_001688007.1,XP_011267964.1,3.00E-44,151,3.00E-51,168
XP_001688008.1,XP_019883943.1,0,1412,0,1404
XP_001688027.1,XP_011265540.1,4.00E-69,216,2.00E-69,215
XP_001688028.1,XP_011261300.1,0,533,0,532
XP_001688029.1,XP_025265331.1,0,615,0,642
XP_001688029.1,XP_025265332.1,0,615,0,642
XP_001688029.1,XP_025265333.1,0,602,0,629
XP_001688031.1,XP_011257835.1,3.00E-72,221,5.00E-73,221
XP_001688044.1,XP_011256715.1,6.00E-06,43.9,4.00E-12,60.1
XP_001688044.1,XP_011256716.1,6.00E-06,43.9,4.00E-12,60.1
XP_001688045.1,XP_025266742.1,7.00E-20,82.8,2.00E-20,82.8
XP_001688045.1,XP_025266743.1,7.00E-20,82.8,2.00E-20,82.8
XP_001688047.1,XP_025269910.1,0,690,0,684
XP_001688047.1,XP_025269911.1,0,689,0,682
XP_001688047.1,XP_025269912.1,0,689,0,682
XP_001688049.1,XP_025263331.1,0,767,0,753
XP_001688050.1,XP_025263331.1,0,767,0,753
XP_001688076.1,XP_019882036.1,0,1842,0,1842
XP_001688080.1,XP_011257668.1,0,1128,0,1140
XP_001688080.1,XP_011257669.1,0,1128,0,1140
XP_001688080.1,XP_011257670.1,0,1126,0,1139
XP_001688080.1,XP_011257671.1,0,1126,0,1139
XP_001688080.1,XP_011257672.1,0,1126,0,1139
XP_001688080.1,XP_025265770.1,0,1128,0,1140
XP_001688095.1,XP_011256388.2,0,672,0,653
XP_001688095.1,XP_011256390.1,0,667,0,649
XP_001688095.1,XP_011256391.1,0,667,0,649
XP_001688096.1,XP_011250777.1,3.00E-76,232,6.00E-75,228
XP_001688096.1,XP_011250778.1,3.00E-76,232,6.00E-75,228
XP_001688096.1,XP_025269046.1,3.00E-76,232,6.00E-75,228
XP_001688097.1,XP_011257597.1,8.00E-86,251,3.00E-86,251
XP_001688098.1,XP_011257597.1,8.00E-86,251,3.00E-86,251
XP_001688103.1,XP_011267259.1,3.00E-41,141,8.00E-51,165
XP_001688106.1,XP_011251920.1,1.00E-35,122,6.00E-36,122
XP_001688107.1,XP_011262985.2,0,656,0,656
XP_001688107.1,XP_025269997.1,0,654,0,654
XP_001688107.1,XP_025269998.1,0,652,0,652
XP_001688107.1,XP_025269999.1,0,653,0,653
XP_001688107.1,XP_025270000.1,0,652,0,652
XP_001688107.1,XP_025270001.1,0,650,0,650
XP_001688108.1,XP_011262985.2,0,656,0,656
XP_001688108.1,XP_025269997.1,0,654,0,654
XP_001688108.1,XP_025269998.1,0,652,0,652
XP_001688108.1,XP_025269999.1,0,653,0,653
XP_001688108.1,XP_025270000.1,0,652,0,652
XP_001688108.1,XP_025270001.1,0,650,0,650
XP_001688114.1,XP_011252187.1,5.00E-59,203,6.00E-56,194
XP_001688114.1,XP_011252191.1,2.00E-59,203,3.00E-56,194
XP_001688114.1,XP_011252197.1,5.00E-60,204,7.00E-57,195
XP_001688114.1,XP_025266386.1,5.00E-59,203,6.00E-56,194
XP_001688114.1,XP_025266387.1,5.00E-59,203,5.00E-56,194
XP_001688114.1,XP_025266388.1,5.00E-59,203,5.00E-56,194
XP_001688114.1,XP_025266389.1,5.00E-59,203,5.00E-56,194
XP_001688114.1,XP_025266390.1,3.00E-59,203,3.00E-56,194
XP_001688114.1,XP_025266391.1,1.00E-59,203,1.00E-56,194
XP_001688114.1,XP_025266392.1,1.00E-59,203,1.00E-56,194
XP_001688114.1,XP_025266393.1,5.00E-59,203,5.00E-56,194
XP_001688115.1,XP_011265606.1,5.00E-127,358,2.00E-127,358
XP_001688115.1,XP_011265607.1,5.00E-127,358,2.00E-127,358
XP_001688117.1,XP_019885533.2,1.00E-31,120,5.00E-27,106
XP_001688143.1,XP_011256573.1,4.00E-59,190,2.00E-59,190
XP_001688143.1,XP_025271262.1,4.00E-59,190,2.00E-59,190
XP_001688143.1,XP_025271269.1,4.00E-59,190,2.00E-59,190
XP_001688152.1,XP_011254664.1,5.00E-13,60.8,2.00E-13,60.8
XP_001688164.1,XP_011258609.1,1.00E-154,461,4.00E-154,458
XP_001688166.1,XP_011268575.1,2.00E-111,323,7.00E-112,323
XP_001688168.2,XP_025265503.1,8.00E-116,355,1.00E-114,350
XP_001688169.2,XP_011252455.2,2.00E-120,362,7.00E-121,362
XP_001688170.2,XP_011254510.1,3.00E-95,288,2.00E-87,266
XP_001688174.2,XP_011257138.1,5.00E-21,90.5,2.00E-22,93.2
XP_001688174.2,XP_011257147.1,5.00E-21,90.5,2.00E-22,93.2
XP_001688176.1,XP_019885552.1,9.00E-110,320,5.00E-110,320
XP_001688179.1,XP_025269254.1,2.00E-28,105,5.00E-29,105
XP_001688182.1,XP_011251381.1,4.00E-53,169,2.00E-53,169
XP_001688190.1,XP_011254738.1,1.00E-135,416,2.00E-136,417
XP_001688190.1,XP_011254739.1,3.00E-135,414,1.00E-135,414
XP_001688203.2,XP_011254269.1,2.00E-147,439,9.00E-148,439
XP_001688244.1,XP_011257434.1,7.00E-162,475,9.00E-166,484
XP_001688244.1,XP_011257435.1,9.00E-162,475,1.00E-165,484
XP_001688244.1,XP_011257436.1,3.00E-157,462,1.00E-157,462
XP_001688244.1,XP_011257437.1,4.00E-158,464,1.00E-158,464
XP_001688244.1,XP_025266087.1,3.00E-157,462,9.00E-158,462
XP_001688244.1,XP_025266093.1,3.00E-158,465,1.00E-158,465
XP_001688247.1,XP_025268588.1,5.00E-07,47.4,3.00E-09,52
XP_001688251.1,XP_011260999.1,5.00E-92,316,1.00E-93,319
XP_001688251.1,XP_025267088.1,5.00E-92,316,1.00E-93,319
XP_001688291.2,XP_011261546.1,0,536,0,536
XP_001688294.1,XP_011255350.2,5.00E-69,208,2.00E-69,208
XP_001688294.1,XP_025266233.1,5.00E-69,208,2.00E-69,208
XP_001688299.2,XP_011254584.1,7.00E-93,287,7.00E-94,288
XP_001688307.1,XP_011262925.2,3.00E-48,180,1.00E-48,180
XP_001688322.1,XP_011260338.1,4.00E-34,119,5.00E-34,118
XP_001688323.1,XP_019884062.1,3.00E-14,68.2,2.00E-14,67.8
XP_001688324.1,XP_019884062.1,4.00E-14,68.2,2.00E-14,67.8
XP_001688325.1,XP_011260338.1,4.00E-34,119,6.00E-34,117
XP_001688349.2,XP_011262092.1,0,967,0,950
XP_001688353.2,XP_025263005.1,2.00E-65,229,8.00E-64,223
XP_001688353.2,XP_025263006.1,2.00E-65,229,8.00E-64,223
XP_001688353.2,XP_025263007.1,2.00E-65,229,8.00E-64,223
XP_001688353.2,XP_025263008.1,1.00E-65,229,5.00E-64,224
XP_001688353.2,XP_025266534.1,4.00E-68,236,3.00E-66,230
XP_001688353.2,XP_025266535.1,4.00E-68,236,3.00E-66,230
XP_001688353.2,XP_025266536.1,4.00E-68,236,3.00E-66,230
XP_001688353.2,XP_025266537.1,4.00E-68,236,3.00E-66,230
XP_001688353.2,XP_025268019.1,2.00E-66,232,2.00E-64,225
XP_001688353.2,XP_025268020.1,2.00E-66,232,2.00E-64,225
XP_001688353.2,XP_025268021.1,2.00E-66,232,2.00E-64,225
XP_001688353.2,XP_025268022.1,2.00E-66,232,2.00E-64,225
XP_001688373.2,XP_011262827.2,3.00E-67,229,7.00E-69,233
XP_001688373.2,XP_011262828.2,2.00E-66,226,6.00E-69,233
XP_001688375.2,XP_019884108.2,9.00E-49,180,4.00E-52,188
XP_001688375.2,XP_025270278.1,9.00E-49,180,4.00E-52,188
XP_001688380.1,XP_011258691.1,5.00E-24,97.8,2.00E-24,98.2
XP_001688380.1,XP_011258692.1,3.00E-23,95.1,1.00E-23,94.7
XP_001688383.1,XP_011257155.1,4.00E-43,161,8.00E-44,161
XP_001688392.2,XP_011265776.1,5.00E-163,467,6.00E-164,468
XP_001688392.2,XP_011265778.1,5.00E-163,467,6.00E-164,468
XP_001688392.2,XP_011265779.1,5.00E-163,467,6.00E-164,468
XP_001688392.2,XP_011265780.1,5.00E-166,474,2.00E-167,477
XP_001688392.2,XP_011265781.1,1.00E-162,466,9.00E-164,468
XP_001688392.2,XP_011265782.1,1.00E-162,466,9.00E-164,468
XP_001688392.2,XP_011265783.1,1.00E-162,466,9.00E-164,468
XP_001688392.2,XP_011265784.1,1.00E-162,466,9.00E-164,468
XP_001688392.2,XP_011265785.1,2.00E-163,467,1.00E-163,467
XP_001688392.2,XP_011265786.1,2.00E-163,467,1.00E-163,467
XP_001688392.2,XP_011265787.1,2.00E-163,467,1.00E-163,467
XP_001688392.2,XP_019884889.1,2.00E-166,474,3.00E-167,476
XP_001688392.2,XP_025264775.1,1.00E-162,466,9.00E-164,468
XP_001688392.2,XP_025264776.1,1.00E-162,466,9.00E-164,468
XP_001688393.2,XP_011265776.1,2.00E-161,462,5.00E-163,466
XP_001688393.2,XP_011265778.1,2.00E-161,462,5.00E-163,466
XP_001688393.2,XP_011265779.1,2.00E-161,462,5.00E-163,466
XP_001688393.2,XP_011265780.1,1.00E-161,463,1.00E-163,467
XP_001688393.2,XP_011265781.1,5.00E-161,461,1.00E-162,465
XP_001688393.2,XP_011265782.1,3.00E-161,462,1.00E-162,465
XP_001688393.2,XP_011265783.1,3.00E-161,462,1.00E-162,465
XP_001688393.2,XP_011265784.1,3.00E-161,462,1.00E-162,465
XP_001688393.2,XP_011265785.1,1.00E-161,463,8.00E-163,465
XP_001688393.2,XP_011265786.1,1.00E-161,463,8.00E-163,465
XP_001688393.2,XP_011265787.1,1.00E-161,463,8.00E-163,465
XP_001688393.2,XP_019884889.1,6.00E-162,463,1.00E-163,467
XP_001688393.2,XP_025264775.1,5.00E-161,461,1.00E-162,465
XP_001688393.2,XP_025264776.1,5.00E-161,461,1.00E-162,465
XP_001688394.2,XP_011265776.1,4.00E-161,462,3.00E-162,464
XP_001688394.2,XP_011265778.1,4.00E-161,462,3.00E-162,464
XP_001688394.2,XP_011265779.1,4.00E-161,462,3.00E-162,464
XP_001688394.2,XP_011265780.1,1.00E-161,463,6.00E-163,466
XP_001688394.2,XP_011265781.1,3.00E-161,462,7.00E-163,465
XP_001688394.2,XP_011265782.1,8.00E-161,461,2.00E-162,464
XP_001688394.2,XP_011265783.1,8.00E-161,461,2.00E-162,464
XP_001688394.2,XP_011265784.1,8.00E-161,461,2.00E-162,464
XP_001688394.2,XP_011265785.1,1.00E-161,462,3.00E-162,463
XP_001688394.2,XP_011265786.1,1.00E-161,462,3.00E-162,463
XP_001688394.2,XP_011265787.1,1.00E-161,462,3.00E-162,463
XP_001688394.2,XP_019884889.1,4.00E-162,464,6.00E-163,465
XP_001688394.2,XP_025264775.1,3.00E-161,462,7.00E-163,465
XP_001688394.2,XP_025264776.1,3.00E-161,462,7.00E-163,465
XP_001688395.1,XP_011265776.1,5.00E-162,464,2.00E-163,466
XP_001688395.1,XP_011265778.1,5.00E-162,464,2.00E-163,466
XP_001688395.1,XP_011265779.1,5.00E-162,464,2.00E-163,466
XP_001688395.1,XP_011265780.1,3.00E-162,464,4.00E-164,468
XP_001688395.1,XP_011265781.1,6.00E-162,463,1.00E-163,466
XP_001688395.1,XP_011265782.1,5.00E-162,463,1.00E-163,466
XP_001688395.1,XP_011265783.1,5.00E-162,463,1.00E-163,466
XP_001688395.1,XP_011265784.1,5.00E-162,463,1.00E-163,466
XP_001688395.1,XP_011265785.1,4.00E-163,466,2.00E-164,468
XP_001688395.1,XP_011265786.1,4.00E-163,466,2.00E-164,468
XP_001688395.1,XP_011265787.1,4.00E-163,466,2.00E-164,468
XP_001688395.1,XP_019884889.1,2.00E-163,466,2.00E-165,471
XP_001688395.1,XP_025264775.1,6.00E-162,463,1.00E-163,466
XP_001688395.1,XP_025264776.1,6.00E-162,463,1.00E-163,466
XP_001688407.2,XP_025268182.1,3.00E-53,192,5.00E-61,213
XP_001688407.2,XP_025268191.1,3.00E-53,192,5.00E-61,213
XP_001688407.2,XP_025268192.1,3.00E-53,192,4.00E-61,213
XP_001688407.2,XP_025268197.1,3.00E-53,192,4.00E-61,213
XP_001688407.2,XP_025268198.1,3.00E-53,192,4.00E-61,213
XP_001688407.2,XP_025268202.1,3.00E-53,192,4.00E-61,213
XP_001688409.2,XP_011264231.2,9.00E-129,413,1.00E-121,394
XP_001688412.2,XP_011260905.1,1.00E-117,350,5.00E-118,350
XP_001688412.2,XP_011260906.1,6.00E-118,351,3.00E-118,351
XP_001688413.2,XP_025269715.1,3.00E-77,251,1.00E-82,265
XP_001688413.2,XP_025269716.1,4.00E-79,256,4.00E-85,271
XP_001688418.2,XP_025268422.1,6.00E-119,372,3.00E-119,372
XP_001688425.2,XP_011252575.1,3.00E-09,52,1.00E-09,52
XP_001688456.2,XP_011268812.2,0,670,0,666
XP_001688456.2,XP_011268813.2,0,670,0,666
XP_001688456.2,XP_011268814.2,0,670,0,666
XP_001688460.2,XP_011253456.1,1.00E-36,130,7.00E-32,117
XP_001688466.2,XP_011263283.1,2.00E-52,172,1.00E-52,172
XP_001688468.1,XP_011263567.1,6.00E-160,456,1.00E-159,454
XP_001688469.1,XP_011255565.1,2.00E-155,464,4.00E-156,464
XP_001688470.1,XP_011256489.2,0,556,0,557
XP_001688473.1,XP_011256934.1,0,1112,0,1112
XP_001688473.1,XP_011256935.1,0,1118,0,1118
XP_001688473.1,XP_025269401.1,0,1112,0,1112
XP_001688473.1,XP_025269402.1,0,1082,0,1082
XP_001688476.1,XP_025263305.1,1.00E-24,107,5.00E-25,107
XP_001688476.1,XP_025263306.1,9.00E-25,107,4.00E-25,107
XP_001688476.1,XP_025263307.1,9.00E-25,107,4.00E-25,107
XP_001688479.1,XP_025264463.1,5.00E-115,339,2.00E-115,339
XP_001688479.1,XP_025264464.1,3.00E-115,339,1.00E-115,339
XP_001688479.1,XP_025264465.1,3.00E-115,339,1.00E-115,339
XP_001688482.1,XP_011257627.1,0,533,0,533
XP_001688482.1,XP_011257628.1,0,536,0,536
XP_001688483.1,XP_011257627.1,0,533,0,533
XP_001688483.1,XP_011257628.1,0,536,0,536
XP_001688484.1,XP_011257631.1,0,667,0,667
XP_001688484.1,XP_011257632.1,0,684,0,684
XP_001688484.1,XP_011257633.1,0,690,0,690
XP_001688484.1,XP_025265960.1,0,662,0,662
XP_001688485.1,XP_011257629.1,0,674,0,674
XP_001688485.1,XP_011257631.1,0,680,0,680
XP_001688485.1,XP_025265960.1,0,652,0,652
XP_001688486.1,XP_011257629.1,0,675,0,675
XP_001688486.1,XP_011257632.1,0,697,0,697
XP_001688486.1,XP_011257633.1,0,683,0,683
XP_001688486.1,XP_011257636.1,0,689,0,671
XP_001688486.1,XP_025265960.1,0,675,0,675
XP_001688487.1,XP_011257631.1,0,693,0,693
XP_001688487.1,XP_011257633.1,0,675,0,675
XP_001688488.1,XP_011257629.1,0,687,0,687
XP_001688488.1,XP_011257631.1,0,674,0,674
XP_001688488.1,XP_011257636.1,0,681,0,681
XP_001688488.1,XP_025265960.1,0,666,0,666
XP_001688489.1,XP_011257629.1,0,700,0,700
XP_001688489.1,XP_011257632.1,0,682,0,682
XP_001688489.1,XP_011257636.1,0,665,0,665
XP_001688489.1,XP_025265960.1,0,679,0,679
XP_001688490.1,XP_011257629.1,0,688,0,688
XP_001688490.1,XP_011257632.1,0,711,0,711
XP_001688490.1,XP_011257636.1,0,676,0,676
XP_001688490.1,XP_025265960.1,0,688,0,669
XP_001688491.1,XP_011257631.1,0,667,0,667
XP_001688491.1,XP_011257632.1,0,684,0,684
XP_001688491.1,XP_011257633.1,0,690,0,690
XP_001688491.1,XP_025265960.1,0,662,0,662
XP_001688492.1,XP_011257629.1,0,687,0,687
XP_001688492.1,XP_011257631.1,0,674,0,674
XP_001688492.1,XP_011257636.1,0,681,0,681
XP_001688492.1,XP_025265960.1,0,666,0,666
XP_001688493.1,XP_011257631.1,0,681,0,681
XP_001688493.1,XP_011257633.1,0,703,0,703
XP_001688494.1,XP_011261967.1,0,614,0,621
XP_001688494.1,XP_011262050.1,0,614,0,621
XP_001688494.1,XP_011262137.1,0,614,0,621
XP_001688494.1,XP_025266462.1,0,614,0,621
XP_001688502.1,XP_011269645.1,9.00E-51,166,3.00E-55,176
XP_001688502.1,XP_025266282.1,8.00E-51,165,2.00E-55,176
XP_001688503.1,XP_011268722.1,0,597,0,597
XP_001688503.1,XP_025270976.1,0,595,0,595
XP_001688503.1,XP_025270977.1,0,602,0,602
XP_001688503.1,XP_025270978.1,0,598,0,598
XP_001688504.1,XP_011268722.1,0,598,0,598
XP_001688504.1,XP_025270976.1,0,598,0,598
XP_001688504.1,XP_025270977.1,0,602,0,602
XP_001688504.1,XP_025270978.1,0,600,0,600
XP_001688505.1,XP_011262879.1,2.00E-138,404,2.00E-128,378
XP_001688507.1,XP_025263610.1,2.00E-19,85.1,8.00E-20,85.1
XP_001688508.1,XP_011251962.1,8.00E-89,268,3.00E-89,268
XP_001688510.1,XP_011254135.1,4.00E-135,382,8.00E-131,370
XP_001688510.1,XP_011254136.1,4.00E-135,382,8.00E-131,370
XP_001688510.1,XP_011254137.1,4.00E-136,383,8.00E-132,371
XP_001688510.1,XP_011254138.1,4.00E-136,383,8.00E-132,371
XP_001688511.1,XP_011254135.1,1.00E-135,382,3.00E-131,370
XP_001688511.1,XP_011254136.1,1.00E-135,382,3.00E-131,370
XP_001688511.1,XP_011254137.1,2.00E-136,384,3.00E-132,372
XP_001688511.1,XP_011254138.1,2.00E-136,384,3.00E-132,372
XP_001688512.1,XP_011254135.1,4.00E-135,382,8.00E-131,370
XP_001688512.1,XP_011254136.1,4.00E-135,382,8.00E-131,370
XP_001688512.1,XP_011254137.1,4.00E-136,383,8.00E-132,371
XP_001688512.1,XP_011254138.1,4.00E-136,383,8.00E-132,371
XP_001688513.1,XP_011254135.1,1.00E-135,382,3.00E-131,370
XP_001688513.1,XP_011254136.1,1.00E-135,382,3.00E-131,370
XP_001688513.1,XP_011254137.1,2.00E-136,384,3.00E-132,372
XP_001688513.1,XP_011254138.1,2.00E-136,384,3.00E-132,372
XP_001688514.1,XP_025266247.1,1.00E-145,474,3.00E-154,496
XP_001688516.1,XP_011269411.1,9.00E-21,86.7,3.00E-21,86.7
XP_001688516.1,XP_011269413.1,9.00E-21,86.7,3.00E-21,86.7
XP_001688516.1,XP_011269416.1,9.00E-21,86.7,3.00E-21,86.7
XP_001688516.1,XP_011269417.1,9.00E-21,86.7,3.00E-21,86.7
XP_001688516.1,XP_019885567.1,9.00E-21,86.7,3.00E-21,86.7
XP_001688516.1,XP_025270614.1,9.00E-21,86.7,3.00E-21,86.7
XP_001688518.1,XP_011259210.1,0,3443,0,3482
XP_001688518.1,XP_011259211.1,0,3443,0,3482
XP_001688518.1,XP_011259212.1,0,3440,0,3463
XP_001688518.1,XP_011259213.1,0,3443,0,3480
XP_001688518.1,XP_011259214.1,0,3439,0,3462
XP_001688519.1,XP_025271403.1,5.00E-18,77.4,2.00E-18,77.4
XP_001688522.1,XP_011252514.1,4.00E-11,58.2,2.00E-11,58.2
XP_001688522.1,XP_011252515.1,1.00E-10,56.6,5.00E-11,56.6
XP_001688524.1,XP_011257843.1,1.00E-72,216,5.00E-73,216
XP_001688525.1,XP_011263357.1,4.00E-59,203,3.00E-59,202
