pogo,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011629743.1,XP_019885424.1,0,3721,0,3696
XP_011629743.1,XP_019885425.1,0,3706,0,3680
XP_011629743.1,XP_019885426.1,0,3737,0,3713
XP_011629743.1,XP_019885427.1,0,3604,0,3605
XP_011629744.1,XP_011268661.1,0,3704,0,3655
XP_011629744.1,XP_019885424.1,0,3715,0,3666
XP_011629744.1,XP_019885425.1,0,3719,0,3669
XP_011629744.1,XP_019885426.1,0,3631,0,3582
XP_011629744.1,XP_019885427.1,0,3709,0,3685
XP_011629745.1,XP_011268661.1,0,3710,0,3660
XP_011629745.1,XP_019885424.1,0,3721,0,3671
XP_011629745.1,XP_019885425.1,0,3726,0,3675
XP_011629745.1,XP_019885426.1,0,3639,0,3588
XP_011629745.1,XP_019885427.1,0,3717,0,3694
XP_011629746.1,XP_019885428.1,0,3484,0,3484
XP_011629746.1,XP_025267408.1,0,3470,0,3470
XP_011629748.1,XP_011268666.1,0,887,0,886
XP_011629749.1,XP_011268667.1,2.00E-46,147,1.00E-46,147
XP_011629750.1,XP_011268669.1,1.00E-138,393,1.00E-145,410
XP_011629751.1,XP_011268668.1,0,835,0,841
XP_011629752.1,XP_011268670.1,5.00E-145,411,5.00E-139,395
XP_011629753.1,XP_011268671.1,1.00E-34,120,4.00E-44,144
XP_011629754.1,XP_011268671.1,4.00E-37,126,1.00E-46,149
XP_011629755.1,XP_011268686.1,3.00E-167,472,1.00E-161,457
XP_011629756.1,XP_011264453.1,0,667,0,667
XP_011629757.1,XP_011264451.1,0,1477,0,1477
XP_011629760.1,XP_011264450.1,0,952,0,915
XP_011629761.1,XP_011264447.1,4.00E-99,285,3.00E-99,285
XP_011629762.1,XP_011264448.1,0,933,0,934
XP_011629762.1,XP_025267413.1,0,926,0,927
XP_011629762.1,XP_025267414.1,0,908,0,908
XP_011629765.1,XP_011264448.1,0,895,0,896
XP_011629765.1,XP_025267413.1,0,889,0,889
XP_011629765.1,XP_025267414.1,0,870,0,870
XP_011629766.1,XP_011264446.1,2.00E-167,466,2.00E-167,466
XP_011629767.2,XP_025267410.1,0,897,0,897
XP_011629768.1,XP_011264439.1,0,1068,0,1068
XP_011629768.1,XP_011264441.1,0,1058,0,1058
XP_011629768.1,XP_025267440.1,0,1068,0,1068
XP_011629769.1,XP_011264439.1,0,1059,0,1059
XP_011629769.1,XP_011264441.1,0,1065,0,1065
XP_011629769.1,XP_025267440.1,0,1059,0,1059
XP_011629770.1,XP_025267420.1,0,988,0,988
XP_011629774.1,XP_011255357.1,0,767,0,767
XP_011629775.1,XP_011255357.1,0,767,0,767
XP_011629776.1,XP_011255357.1,0,767,0,767
XP_011629777.1,XP_011255357.1,0,767,0,767
XP_011629780.1,XP_019882942.1,0,1068,0,1093
XP_011629780.1,XP_025270005.1,0,1068,0,1093
XP_011629780.1,XP_025270006.1,0,1068,0,1093
XP_011629780.1,XP_025270007.1,0,1068,0,1093
XP_011629781.1,XP_025270119.1,0,835,0,835
XP_011629782.1,XP_011267478.2,4.00E-142,400,3.00E-142,400
XP_011629782.1,XP_025268146.1,1.00E-142,401,8.00E-143,401
XP_011629783.1,XP_011267596.1,0,974,0,974
XP_011629784.1,XP_011267107.1,0,1967,0,1967
XP_011629786.1,XP_011267715.1,0,843,0,843
XP_011629787.1,XP_025268113.1,0,1775,0,1751
XP_011629788.1,XP_011267841.2,0,540,0,540
XP_011629789.1,XP_019885390.1,0,637,0,637
XP_011629789.1,XP_019885392.1,0,637,0,637
XP_011629791.1,XP_011268059.1,0,607,0,607
XP_011629792.1,XP_011268085.1,4.00E-114,326,3.00E-114,326
XP_011629793.1,XP_011268100.2,0,610,0,610
XP_011629794.1,XP_011268121.1,0,684,0,684
XP_011629795.1,XP_011268134.1,0,943,0,943
XP_011629796.1,XP_011268111.1,1.00E-60,190,9.00E-57,179
XP_011629797.1,XP_011268145.1,0,909,0,907
XP_011629797.1,XP_011268155.1,0,916,0,915
XP_011629797.1,XP_019885387.1,0,905,0,904
XP_011629799.1,XP_011261930.1,4.00E-90,265,3.00E-96,280
XP_011629800.1,XP_011261930.1,4.00E-90,265,3.00E-96,280
XP_011629802.1,XP_011266937.1,0,628,0,628
XP_011629804.1,XP_011261932.1,0,1214,0,1214
XP_011629804.1,XP_025264187.1,0,1214,0,1214
XP_011629805.1,XP_011255539.1,0,776,0,776
XP_011629806.1,XP_011262629.1,0,1111,0,1003
XP_011629807.1,XP_011262629.1,0,1111,0,1003
XP_011629809.1,XP_011262632.1,0,747,0,720
XP_011629809.1,XP_025270784.1,0,747,0,720
XP_011629810.1,XP_019885221.2,0,1099,0,1095
XP_011629813.1,XP_011260806.1,2.00E-151,436,8.00E-141,409
XP_011629814.1,XP_011260806.1,5.00E-153,440,2.00E-142,413
XP_011629815.1,XP_011260807.1,0,1122,0,1136
XP_011629816.1,XP_025268142.1,0,802,0,802
XP_011629817.1,XP_011260813.1,0,1328,0,1328
XP_011629817.1,XP_011260814.1,0,1328,0,1328
XP_011629817.1,XP_011260817.1,0,1318,0,1317
XP_011629817.1,XP_025268118.1,0,1351,0,1350
XP_011629818.1,XP_011260813.1,0,1345,0,1344
XP_011629818.1,XP_011260814.1,0,1345,0,1344
XP_011629818.1,XP_011260817.1,0,1318,0,1318
XP_011629818.1,XP_025268118.1,0,1327,0,1326
XP_011629819.2,XP_011260819.2,2.00E-64,206,1.00E-64,206
XP_011629820.1,XP_025268170.1,1.00E-173,495,2.00E-178,507
XP_011629822.1,XP_011260828.1,0,603,0,602
XP_011629823.1,XP_011260828.1,0,603,0,602
XP_011629824.1,XP_011260828.1,0,603,0,602
XP_011629825.1,XP_011260829.1,0,1009,0,1009
XP_011629826.1,XP_011260804.1,0,1006,0,1027
XP_011629827.1,XP_019883913.2,0,1043,0,1023
XP_011629829.1,XP_019883899.2,2.00E-63,199,1.00E-64,202
XP_011629830.1,XP_011260808.1,0,594,0,594
XP_011629830.1,XP_011260810.1,0,594,0,594
XP_011629830.1,XP_019883917.1,0,594,0,594
XP_011629830.1,XP_025268138.1,0,594,0,594
XP_011629832.2,XP_019883898.2,0,637,0,637
XP_011629833.1,XP_025265821.1,8.00E-11,59.3,2.00E-10,58.2
XP_011629841.1,XP_025269834.1,0,1422,0,1407
XP_011629841.1,XP_025269835.1,0,1422,0,1407
XP_011629841.1,XP_025269836.1,0,1422,0,1407
XP_011629841.1,XP_025269837.1,0,1422,0,1407
XP_011629841.1,XP_025269838.1,0,1427,0,1412
XP_011629841.1,XP_025269839.1,0,1405,0,1390
XP_011629842.1,XP_011261450.1,2.00E-174,484,2.00E-174,484
XP_011629844.1,XP_025267011.1,0,978,0,978
XP_011629844.1,XP_025267012.1,0,969,0,969
XP_011629844.1,XP_025267014.1,0,1009,0,1009
XP_011629844.1,XP_025267015.1,0,1009,0,1009
XP_011629844.1,XP_025267016.1,0,1009,0,1009
XP_011629844.1,XP_025267017.1,0,1009,0,1009
XP_011629844.1,XP_025268566.1,0,988,0,988
XP_011629844.1,XP_025269852.1,0,966,0,966
XP_011629844.1,XP_025269858.1,0,974,0,974
XP_011629846.1,XP_011265319.3,0,553,0,602
XP_011629847.1,XP_011265321.1,0,1014,0,1014
XP_011629848.1,XP_011265321.1,0,975,0,975
XP_011629849.1,XP_011265324.1,0,2335,0,2335
XP_011629849.1,XP_011265325.1,0,2297,0,2297
XP_011629850.1,XP_011265324.1,0,2297,0,2297
XP_011629850.1,XP_011265325.1,0,2309,0,2308
XP_011629851.1,XP_011265323.1,7.00E-148,426,3.00E-142,411
XP_011629852.1,XP_011265323.1,7.00E-148,426,3.00E-142,411
XP_011629853.1,XP_011265323.1,8.00E-149,428,4.00E-143,413
XP_011629854.1,XP_011265323.1,3.00E-151,434,3.00E-145,418
XP_011629859.1,XP_011265330.1,3.00E-166,464,2.00E-174,484
XP_011629860.1,XP_011265331.1,0,835,0,849
XP_011629860.1,XP_011265333.1,0,835,0,849
XP_011629861.1,XP_011265335.3,0,724,0,724
XP_011629862.1,XP_011265334.1,0,635,0,634
XP_011629864.1,XP_011265336.1,0,714,0,724
XP_011629866.1,XP_011265337.1,0,573,0,572
XP_011629867.1,XP_011265340.1,0,641,0,641
XP_011629868.1,XP_011265341.1,0,1503,0,1508
XP_011629869.1,XP_025268222.1,0,2719,0,2691
XP_011629869.1,XP_025268223.1,0,2721,0,2695
XP_011629870.1,XP_011252310.1,0,769,0,769
XP_011629874.1,XP_011252308.1,4.00E-85,256,3.00E-77,236
XP_011629879.2,XP_011252305.2,5.00E-170,478,3.00E-170,478
XP_011629882.1,XP_011265345.2,3.00E-161,460,3.00E-161,460
XP_011629886.1,XP_011252302.1,0,2588,0,2595
XP_011629886.1,XP_011252303.1,0,2588,0,2595
XP_011629886.1,XP_011252304.1,0,2588,0,2597
XP_011629886.1,XP_019882344.1,0,2588,0,2595
XP_011629886.1,XP_019882345.1,0,2463,0,2480
XP_011629886.1,XP_025268926.1,0,2479,0,2487
XP_011629887.2,XP_025266445.1,0,1674,0,1697
XP_011629888.1,XP_011264588.1,4.00E-170,487,0,537
XP_011629888.1,XP_011264589.1,1.00E-170,486,0,535
XP_011629888.1,XP_011264591.1,1.00E-170,486,0,535
XP_011629888.1,XP_025263794.1,1.00E-170,486,0,535
XP_011629889.1,XP_011264587.1,0,592,0,600
XP_011629890.1,XP_011264586.1,2.00E-89,261,1.00E-82,244
XP_011629891.1,XP_011264585.1,0,1040,0,1039
XP_011629892.1,XP_011264582.1,4.00E-66,207,3.00E-66,207
XP_011629892.1,XP_011264583.1,4.00E-66,207,3.00E-66,207
XP_011629893.1,XP_011264582.1,3.00E-67,210,2.00E-67,210
XP_011629893.1,XP_011264583.1,3.00E-67,210,2.00E-67,210
XP_011629894.1,XP_011264578.1,0,785,0,785
XP_011629898.1,XP_011264565.1,3.00E-173,486,1.00E-173,486
XP_011629898.1,XP_011264566.1,1.00E-173,486,9.00E-174,486
XP_011629898.1,XP_025263977.1,1.00E-173,486,9.00E-174,486
XP_011629898.1,XP_025263978.1,1.00E-173,486,9.00E-174,486
XP_011629898.1,XP_025263979.1,1.00E-173,486,9.00E-174,486
XP_011629899.1,XP_011264565.1,3.00E-173,486,1.00E-173,486
XP_011629899.1,XP_011264566.1,1.00E-173,486,9.00E-174,486
XP_011629899.1,XP_025263977.1,1.00E-173,486,9.00E-174,486
XP_011629899.1,XP_025263978.1,1.00E-173,486,9.00E-174,486
XP_011629899.1,XP_025263979.1,1.00E-173,486,9.00E-174,486
XP_011629900.1,XP_011264562.1,0,543,0,553
XP_011629900.1,XP_011264563.1,0,543,0,553
XP_011629900.1,XP_011264564.1,0,543,0,553
XP_011629902.1,XP_011264559.1,9.00E-49,152,5.00E-49,152
XP_011629903.1,XP_025266927.1,0,1442,0,1419
XP_011629903.1,XP_025266928.1,0,1442,0,1419
XP_011629903.1,XP_025266929.1,0,1442,0,1419
XP_011629903.1,XP_025266930.1,0,1442,0,1419
XP_011629903.1,XP_025266931.1,0,1442,0,1419
XP_011629903.1,XP_025266932.1,0,1442,0,1419
XP_011629904.1,XP_011264560.1,5.00E-122,346,3.00E-122,346
XP_011629907.1,XP_011260882.1,8.00E-138,392,9.00E-147,414
XP_011629908.1,XP_011264552.1,0,667,0,667
XP_011629908.1,XP_025263893.1,0,667,0,667
XP_011629910.1,XP_011264553.1,0,1734,0,1734
XP_011629911.1,XP_011264550.1,0,1626,0,1601
XP_011629911.1,XP_025263860.1,0,1588,0,1561
XP_011629913.1,XP_011264550.1,0,1588,0,1561
XP_011629913.1,XP_025263860.1,0,1613,0,1586
XP_011629914.1,XP_011264550.1,0,1644,0,1618
XP_011629914.1,XP_025263860.1,0,1603,0,1580
XP_011629916.1,XP_011264545.1,4.00E-96,286,6.00E-99,293
XP_011629917.1,XP_011264545.1,4.00E-96,286,6.00E-99,293
XP_011629918.1,XP_011264545.1,4.00E-96,286,6.00E-99,293
XP_011629919.1,XP_011264537.2,0,1031,0,1038
XP_011629919.1,XP_011264543.2,0,1028,0,1030
XP_011629919.1,XP_011264544.2,0,1029,0,1031
XP_011629919.1,XP_019884672.2,0,1075,0,1077
XP_011629919.1,XP_025263988.1,0,1031,0,1038
XP_011629919.1,XP_025263989.1,0,1031,0,1038
XP_011629920.1,XP_011264537.2,0,988,0,994
XP_011629920.1,XP_011264538.2,0,1002,0,1008
XP_011629920.1,XP_011264544.2,0,986,0,988
XP_011629920.1,XP_019884672.2,0,1032,0,1033
XP_011629920.1,XP_025263988.1,0,988,0,994
XP_011629920.1,XP_025263989.1,0,988,0,994
XP_011629921.1,XP_011264537.2,0,1029,0,1036
XP_011629921.1,XP_011264543.2,0,1047,0,1048
XP_011629921.1,XP_011264544.2,0,1031,0,1032
XP_011629921.1,XP_019884672.2,0,1029,0,1030
XP_011629921.1,XP_025263988.1,0,1029,0,1036
XP_011629921.1,XP_025263989.1,0,1029,0,1036
XP_011629922.1,XP_011264537.2,0,1030,0,1036
XP_011629922.1,XP_011264543.2,0,1030,0,1031
XP_011629922.1,XP_011264544.2,0,1038,0,1039
XP_011629922.1,XP_019884672.2,0,1030,0,1030
XP_011629922.1,XP_025263988.1,0,1030,0,1036
XP_011629922.1,XP_025263989.1,0,1030,0,1036
XP_011629923.1,XP_011264539.2,0,981,0,986
XP_011629924.1,XP_011264539.2,0,937,0,942
XP_011629924.1,XP_011264540.2,0,950,0,956
XP_011629926.1,XP_019884675.2,0,825,0,825
XP_011629927.1,XP_011264534.1,3.00E-149,419,2.00E-149,419
XP_011629929.1,XP_011264533.1,2.00E-145,413,6.00E-149,421
XP_011629930.1,XP_011264532.2,0,972,0,961
XP_011629931.1,XP_011264524.1,0,630,0,617
XP_011629931.1,XP_011264525.1,0,630,0,617
XP_011629931.1,XP_025263941.1,0,630,0,617
XP_011629932.1,XP_011264524.1,0,630,0,617
XP_011629932.1,XP_011264525.1,0,630,0,617
XP_011629932.1,XP_025263941.1,0,630,0,617
XP_011629933.1,XP_011264524.1,0,630,0,617
XP_011629933.1,XP_011264525.1,0,630,0,617
XP_011629933.1,XP_025263941.1,0,630,0,617
XP_011629936.1,XP_011264527.1,0,1063,0,1062
XP_011629936.1,XP_011264529.1,0,1063,0,1062
XP_011629936.1,XP_025263931.1,0,1016,0,1015
XP_011629937.1,XP_011264527.1,0,1063,0,1062
XP_011629937.1,XP_011264529.1,0,1063,0,1062
XP_011629937.1,XP_025263931.1,0,1016,0,1015
XP_011629938.1,XP_011264527.1,0,1063,0,1062
XP_011629938.1,XP_011264529.1,0,1063,0,1062
XP_011629938.1,XP_025263931.1,0,1016,0,1015
XP_011629939.1,XP_011264527.1,0,1019,0,1020
XP_011629939.1,XP_011264529.1,0,1019,0,1020
XP_011629939.1,XP_025263931.1,0,1015,0,1016
XP_011629940.1,XP_011264527.1,0,1017,0,1018
XP_011629940.1,XP_011264529.1,0,1017,0,1018
XP_011629940.1,XP_025263931.1,0,1014,0,1016
XP_011629941.1,XP_025263806.1,3.00E-151,423,2.00E-151,423
XP_011629941.1,XP_025263809.1,7.00E-149,417,4.00E-149,417
XP_011629942.1,XP_025263806.1,3.00E-151,423,2.00E-151,423
XP_011629942.1,XP_025263809.1,7.00E-149,417,4.00E-149,417
XP_011629943.1,XP_025263806.1,8.00E-149,417,5.00E-149,417
XP_011629943.1,XP_025263809.1,4.00E-151,422,3.00E-151,422
XP_011629944.1,XP_025263803.1,2.00E-151,424,1.00E-151,424
XP_011629944.1,XP_025263804.1,2.00E-151,424,1.00E-151,424
XP_011629944.1,XP_025263805.1,2.00E-151,424,1.00E-151,424
XP_011629944.1,XP_025263807.1,3.00E-149,418,2.00E-149,418
XP_011629949.1,XP_011264597.1,0,1022,0,1056
XP_011629950.1,XP_011264597.1,0,1023,0,1054
XP_011629952.1,XP_025263773.1,9.00E-145,420,3.00E-145,420
XP_011629953.1,XP_011261620.1,1.00E-114,328,8.00E-115,328
XP_011629954.1,XP_011261619.1,0,913,0,913
XP_011629954.1,XP_019884103.1,0,913,0,913
XP_011629955.1,XP_011261619.1,0,913,0,913
XP_011629955.1,XP_019884103.1,0,913,0,913
XP_011629956.1,XP_011261619.1,0,913,0,913
XP_011629956.1,XP_019884103.1,0,913,0,913
XP_011629957.1,XP_011266855.2,0,1296,0,1289
XP_011629961.2,XP_011266713.1,3.00E-172,483,2.00E-172,483
XP_011629962.1,XP_011266710.1,2.00E-175,488,1.00E-175,488
XP_011629962.1,XP_011266711.1,3.00E-168,469,2.00E-168,469
XP_011629962.1,XP_019885053.1,4.00E-173,484,3.00E-173,484
XP_011629963.1,XP_011266710.1,2.00E-168,470,1.00E-168,470
XP_011629963.1,XP_011266711.1,7.00E-168,468,4.00E-168,468
XP_011629963.1,XP_019885053.1,2.00E-166,467,1.00E-166,467
XP_011629964.1,XP_011266714.1,8.00E-179,505,6.00E-174,492
XP_011629964.1,XP_025265820.1,7.00E-178,503,7.00E-173,490
XP_011629966.1,XP_011266716.1,2.00E-175,486,1.00E-175,486
XP_011629967.1,XP_011266716.1,4.00E-172,478,2.00E-172,478
XP_011629968.1,XP_011266717.1,0,1848,0,1868
XP_011629970.1,XP_011266718.2,0,2039,0,2121
XP_011629970.1,XP_025265867.1,0,2039,0,2121
XP_011629970.1,XP_025265868.1,0,2039,0,2121
XP_011629971.1,XP_011266719.1,1.00E-160,447,8.00E-161,447
XP_011629971.1,XP_011266720.1,1.00E-160,447,8.00E-161,447
XP_011629971.1,XP_025265873.1,1.00E-160,447,8.00E-161,447
XP_011629972.1,XP_011266719.1,1.00E-160,447,8.00E-161,447
XP_011629972.1,XP_011266720.1,1.00E-160,447,8.00E-161,447
XP_011629972.1,XP_025265873.1,1.00E-160,447,8.00E-161,447
XP_011629973.1,XP_011266722.1,2.00E-65,197,1.00E-65,197
XP_011629974.1,XP_025266455.1,7.00E-99,295,7.00E-93,279
XP_011629974.1,XP_025266456.1,8.00E-99,295,7.00E-93,279
XP_011629974.1,XP_025266457.1,8.00E-99,295,7.00E-93,279
XP_011629977.1,XP_011266200.1,0,1356,0,1361
XP_011629977.1,XP_011266201.1,0,1356,0,1361
XP_011629977.1,XP_025265774.1,0,1355,0,1359
XP_011629981.1,XP_011250989.1,0,525,0,525
XP_011629982.1,XP_011250989.1,0,525,0,525
XP_011629987.1,XP_025269575.1,0,2646,0,2646
XP_011629988.1,XP_011256931.1,0,2358,0,2358
XP_011629989.1,XP_025269576.1,0,1122,0,1126
XP_011629989.1,XP_025269577.1,0,1118,0,1120
XP_011629990.1,XP_025269576.1,0,1143,0,1144
XP_011629990.1,XP_025269577.1,0,1138,0,1139
XP_011629993.1,XP_011256937.1,0,1223,0,1223
XP_011629994.1,XP_011256938.1,0,1183,0,1183
XP_011629994.1,XP_011256939.1,0,1126,0,1126
XP_011629995.1,XP_011256938.1,0,1126,0,1126
XP_011629995.1,XP_011256939.1,0,1182,0,1182
XP_011629996.1,XP_011256946.1,0,564,0,548
XP_011629997.1,XP_011256944.1,0,644,0,640
XP_011629997.1,XP_011256945.1,0,627,0,624
XP_011629999.1,XP_019883212.2,8.00E-174,496,5.00E-174,496
XP_011630001.2,XP_011251155.1,5.00E-132,373,2.00E-130,368
XP_011630004.1,XP_011251141.1,0,1831,0,1831
XP_011630005.1,XP_011251142.1,0,1718,0,1718
XP_011630005.1,XP_011251143.1,0,1718,0,1718
XP_011630005.1,XP_011251144.1,0,1718,0,1718
XP_011630007.1,XP_011251145.1,0,1614,0,1614
XP_011630007.1,XP_011251146.1,0,1616,0,1615
XP_011630007.1,XP_011251147.1,0,1613,0,1613
XP_011630010.1,XP_011251153.1,0,751,0,775
XP_011630011.1,XP_011251154.1,0,949,0,949
XP_011630012.1,XP_011251154.1,0,915,0,915
XP_011630013.1,XP_019882094.1,0,623,0,635
XP_011630016.1,XP_011251140.1,0,1202,0,1202
XP_011630017.1,XP_011251218.1,7.00E-68,206,5.00E-68,206
XP_011630018.1,XP_011264147.1,5.00E-150,420,1.00E-143,404
XP_011630019.1,XP_011259014.1,8.00E-77,226,5.00E-77,226
XP_011630020.1,XP_011259011.2,0,975,0,975
XP_011630020.1,XP_011259012.2,0,952,0,952
XP_011630021.1,XP_011259011.2,0,954,0,954
XP_011630021.1,XP_011259012.2,0,950,0,950
XP_011630022.1,XP_011264141.1,0,1043,0,1038
XP_011630022.1,XP_025263639.1,0,1038,0,1033
XP_011630025.1,XP_011264131.1,0,1618,0,1596
XP_011630025.1,XP_011264132.1,0,1625,0,1602
XP_011630027.1,XP_011264127.1,0,1775,0,1775
XP_011630027.1,XP_011264128.1,0,1751,0,1751
XP_011630029.1,XP_011264127.1,0,1751,0,1751
XP_011630029.1,XP_011264128.1,0,1761,0,1761
XP_011630031.1,XP_011264122.1,3.00E-145,406,2.00E-145,406
XP_011630031.1,XP_011264123.1,3.00E-145,406,2.00E-145,406
XP_011630031.1,XP_025263586.1,3.00E-145,406,2.00E-145,406
XP_011630032.1,XP_011264125.1,7.00E-155,439,5.00E-144,412
XP_011630033.1,XP_011264125.1,7.00E-155,439,5.00E-144,412
XP_011630034.1,XP_011264119.1,0,1516,0,1516
XP_011630035.1,XP_011264121.1,3.00E-74,222,3.00E-75,224
XP_011630036.1,XP_011264118.1,0,868,0,870
XP_011630037.1,XP_011264117.1,5.00E-174,512,0,619
XP_011630039.1,XP_011260634.1,0,525,0,525
XP_011630039.1,XP_019883882.2,0,532,0,532
XP_011630039.1,XP_025268390.1,0,526,0,526
XP_011630040.1,XP_011260634.1,0,525,0,526
XP_011630040.1,XP_019883882.2,0,525,0,525
XP_011630040.1,XP_025268390.1,0,522,0,523
XP_011630043.1,XP_025267163.1,0,2108,0,2090
XP_011630043.1,XP_025267164.1,0,2029,0,2028
XP_011630043.1,XP_025267165.1,0,2027,0,2025
XP_011630043.1,XP_025267166.1,0,2003,0,1983
XP_011630044.1,XP_011259013.1,7.00E-100,290,5.00E-100,290
XP_011630046.1,XP_011254434.1,3.00E-178,496,2.00E-169,473
XP_011630047.1,XP_011254434.1,3.00E-178,496,2.00E-169,473
XP_011630049.1,XP_011258399.1,0,617,0,653
XP_011630049.1,XP_011258400.1,0,617,0,653
XP_011630056.1,XP_011252737.1,0,940,0,942
XP_011630056.1,XP_019882447.1,0,940,0,942
XP_011630057.1,XP_025269828.1,4.00E-48,157,4.00E-43,144
XP_011630058.1,XP_025269828.1,3.00E-48,157,5.00E-43,144
XP_011630059.1,XP_025269828.1,3.00E-48,157,5.00E-43,144
XP_011630060.1,XP_025269828.1,3.00E-48,157,5.00E-43,144
XP_011630061.1,XP_025269828.1,3.00E-48,157,5.00E-43,144
XP_011630062.1,XP_025270668.1,0,781,0,790
XP_011630063.1,XP_025270668.1,0,788,0,796
XP_011630075.1,XP_011256103.1,3.00E-141,400,2.00E-141,400
XP_011630078.1,XP_011253276.1,2.00E-150,424,6.00E-151,424
XP_011630078.1,XP_011253277.1,2.00E-150,424,6.00E-151,424
XP_011630078.1,XP_011253278.1,2.00E-150,424,6.00E-151,424
XP_011630078.1,XP_011253279.1,2.00E-150,424,6.00E-151,424
XP_011630079.1,XP_011253276.1,7.00E-151,424,2.00E-151,425
XP_011630079.1,XP_011253277.1,7.00E-151,424,2.00E-151,425
XP_011630079.1,XP_011253278.1,7.00E-151,424,2.00E-151,425
XP_011630079.1,XP_011253279.1,7.00E-151,424,2.00E-151,425
XP_011630080.1,XP_011253276.1,1.00E-150,424,3.00E-151,425
XP_011630080.1,XP_011253277.1,1.00E-150,424,3.00E-151,425
XP_011630080.1,XP_011253278.1,1.00E-150,424,3.00E-151,425
XP_011630080.1,XP_011253279.1,1.00E-150,424,3.00E-151,425
XP_011630081.1,XP_011253276.1,2.00E-150,423,5.00E-151,424
XP_011630081.1,XP_011253277.1,2.00E-150,423,5.00E-151,424
XP_011630081.1,XP_011253278.1,2.00E-150,423,5.00E-151,424
XP_011630081.1,XP_011253279.1,2.00E-150,423,5.00E-151,424
XP_011630082.1,XP_011253276.1,2.00E-150,423,5.00E-151,424
XP_011630082.1,XP_011253277.1,2.00E-150,423,5.00E-151,424
XP_011630082.1,XP_011253278.1,2.00E-150,423,5.00E-151,424
XP_011630082.1,XP_011253279.1,2.00E-150,423,5.00E-151,424
XP_011630083.1,XP_011253280.1,2.00E-67,202,2.00E-67,202
XP_011630084.1,XP_011262965.1,0,1012,0,990
XP_011630084.1,XP_011262966.1,0,997,0,975
XP_011630086.1,XP_025261734.1,2.00E-163,459,1.00E-163,459
XP_011630087.1,XP_011253660.1,2.00E-144,414,2.00E-144,414
XP_011630088.1,XP_011262961.1,0,2477,0,2469
XP_011630088.1,XP_011262963.1,0,2463,0,2454
XP_011630088.1,XP_011262964.1,0,2415,0,2387
XP_011630089.1,XP_011262961.1,0,2463,0,2455
XP_011630089.1,XP_011262963.1,0,2469,0,2460
XP_011630089.1,XP_011262964.1,0,2400,0,2372
XP_011630090.1,XP_011262961.1,0,2396,0,2403
XP_011630090.1,XP_011262963.1,0,2380,0,2389
XP_011630090.1,XP_011262964.1,0,2432,0,2421
XP_011630091.1,XP_011251900.1,0,622,0,622
XP_011630091.1,XP_011251901.1,0,595,0,595
XP_011630092.1,XP_011251900.1,0,598,0,598
XP_011630092.1,XP_011251901.1,0,604,0,604
XP_011630093.1,XP_025268582.1,0,1189,0,1189
XP_011630093.1,XP_025268583.1,0,1189,0,1189
XP_011630094.2,XP_025268574.1,0,516,0,519
XP_011630096.1,XP_025268587.1,2.00E-178,507,3.00E-178,507
XP_011630099.1,XP_025268575.1,0,1441,0,1441
XP_011630100.1,XP_025268575.1,0,1441,0,1441
XP_011630101.1,XP_011257119.2,1.00E-179,523,0,532
XP_011630102.1,XP_011257118.2,6.00E-140,402,5.00E-123,358
XP_011630105.1,XP_025264821.1,0,805,0,780
XP_011630106.1,XP_011263689.2,0,1852,0,1852
XP_011630106.1,XP_025268580.1,0,1787,0,1787
XP_011630106.1,XP_025268581.1,0,1766,0,1574
XP_011630108.1,XP_011266856.1,1.00E-36,124,1.00E-36,123
XP_011630109.1,XP_025266980.1,8.00E-98,285,5.00E-97,282
XP_011630122.1,XP_025263991.1,0,557,0,557
XP_011630126.1,XP_011263165.1,0,953,0,1008
XP_011630126.1,XP_011263166.1,0,953,0,1008
XP_011630126.1,XP_011263167.1,0,953,0,1008
XP_011630130.1,XP_025267477.1,3.00E-113,362,4.00E-110,353
XP_011630133.1,XP_011266799.1,0,899,0,899
XP_011630134.1,XP_011266816.1,6.00E-101,295,4.00E-101,295
XP_011630136.1,XP_011266817.1,0,981,0,981
XP_011630138.1,XP_025265480.1,0,1644,0,1612
XP_011630138.1,XP_025265481.1,0,1644,0,1612
XP_011630138.1,XP_025265482.1,0,1644,0,1612
XP_011630138.1,XP_025265483.1,0,1644,0,1612
XP_011630138.1,XP_025265484.1,0,1609,0,1576
XP_011630138.1,XP_025265485.1,0,1598,0,1566
XP_011630139.1,XP_025265480.1,0,1608,0,1568
XP_011630139.1,XP_025265481.1,0,1608,0,1568
XP_011630139.1,XP_025265482.1,0,1608,0,1568
XP_011630139.1,XP_025265483.1,0,1608,0,1568
XP_011630139.1,XP_025265484.1,0,1613,0,1574
XP_011630139.1,XP_025265485.1,0,1598,0,1566
XP_011630140.1,XP_025265480.1,0,1651,0,1620
XP_011630140.1,XP_025265481.1,0,1651,0,1620
XP_011630140.1,XP_025265482.1,0,1651,0,1620
XP_011630140.1,XP_025265483.1,0,1651,0,1620
XP_011630140.1,XP_025265484.1,0,1615,0,1584
XP_011630140.1,XP_025265485.1,0,1605,0,1574
