cflo,dmel ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011250856.1,NP_001261568.1,1.00E-105,305,9.00E-106,305
XP_011250856.1,NP_648187.1,1.00E-105,305,9.00E-106,305
XP_011250858.1,NP_524780.1,0,1397,0,1397
XP_011250864.1,NP_611833.1,7.00E-51,162,6.00E-51,162
XP_011250870.1,NP_001246234.1,0,1092,0,1113
XP_011250870.1,NP_523676.1,0,1097,0,1118
XP_011250870.1,NP_724890.1,0,1107,0,1128
XP_011250870.1,NP_724891.2,0,1097,0,1117
XP_011250871.1,NP_001246234.1,0,1087,0,1108
XP_011250871.1,NP_523676.1,0,1094,0,1114
XP_011250871.1,NP_724890.1,0,1105,0,1125
XP_011250871.1,NP_724891.2,0,1092,0,1113
XP_011250872.1,NP_001246234.1,0,1094,0,1115
XP_011250872.1,NP_523676.1,0,1099,0,1120
XP_011250872.1,NP_724890.1,0,1110,0,1131
XP_011250872.1,NP_724891.2,0,1100,0,1120
XP_011250873.1,NP_001246234.1,0,1095,0,1117
XP_011250873.1,NP_523676.1,0,1100,0,1122
XP_011250873.1,NP_724890.1,0,1111,0,1132
XP_011250873.1,NP_724891.2,0,1100,0,1121
XP_011250874.1,NP_001014515.1,3.00E-169,472,2.00E-169,472
XP_011250874.1,NP_001014516.1,6.00E-168,468,5.00E-168,468
XP_011250874.1,NP_001260845.1,3.00E-169,472,2.00E-169,472
XP_011250874.1,NP_001260846.1,3.00E-169,472,2.00E-169,472
XP_011250874.1,NP_476885.2,3.00E-169,472,2.00E-169,472
XP_011250874.1,NP_724884.1,3.00E-169,472,2.00E-169,472
XP_011250874.1,NP_724885.1,6.00E-168,468,5.00E-168,468
XP_011250874.1,NP_724886.1,6.00E-168,468,5.00E-168,468
XP_011250874.1,NP_724887.2,9.00E-166,463,8.00E-166,463
XP_011250874.1,NP_724888.2,9.00E-166,463,8.00E-166,463
XP_011250874.1,NP_724889.2,6.00E-168,468,5.00E-168,468
XP_011250874.1,NP_995792.1,6.00E-168,468,5.00E-168,468
XP_011250875.1,NP_001014515.1,7.00E-166,463,6.00E-166,463
XP_011250875.1,NP_001014516.1,3.00E-166,464,3.00E-166,464
XP_011250875.1,NP_001260845.1,7.00E-166,463,6.00E-166,463
XP_011250875.1,NP_001260846.1,7.00E-166,463,6.00E-166,463
XP_011250875.1,NP_476885.2,7.00E-166,463,6.00E-166,463
XP_011250875.1,NP_724884.1,7.00E-166,463,6.00E-166,463
XP_011250875.1,NP_724885.1,3.00E-166,464,3.00E-166,464
XP_011250875.1,NP_724886.1,3.00E-166,464,3.00E-166,464
XP_011250875.1,NP_724887.2,4.00E-171,476,3.00E-171,476
XP_011250875.1,NP_724888.2,4.00E-171,476,3.00E-171,476
XP_011250875.1,NP_724889.2,3.00E-166,464,3.00E-166,464
XP_011250875.1,NP_995792.1,3.00E-166,464,3.00E-166,464
XP_011250876.1,NP_001014515.1,3.00E-169,472,2.00E-169,472
XP_011250876.1,NP_001014516.1,7.00E-168,468,6.00E-168,468
XP_011250876.1,NP_001260845.1,3.00E-169,472,2.00E-169,472
XP_011250876.1,NP_001260846.1,3.00E-169,472,2.00E-169,472
XP_011250876.1,NP_476885.2,3.00E-169,472,2.00E-169,472
XP_011250876.1,NP_724884.1,3.00E-169,472,2.00E-169,472
XP_011250876.1,NP_724885.1,7.00E-168,468,6.00E-168,468
XP_011250876.1,NP_724886.1,7.00E-168,468,6.00E-168,468
XP_011250876.1,NP_724887.2,1.00E-165,462,1.00E-165,462
XP_011250876.1,NP_724888.2,1.00E-165,462,1.00E-165,462
XP_011250876.1,NP_724889.2,7.00E-168,468,6.00E-168,468
XP_011250876.1,NP_995792.1,7.00E-168,468,6.00E-168,468
XP_011250877.1,NP_001014515.1,3.00E-169,472,2.00E-169,472
XP_011250877.1,NP_001014516.1,7.00E-168,468,6.00E-168,468
XP_011250877.1,NP_001260845.1,3.00E-169,472,2.00E-169,472
XP_011250877.1,NP_001260846.1,3.00E-169,472,2.00E-169,472
XP_011250877.1,NP_476885.2,3.00E-169,472,2.00E-169,472
XP_011250877.1,NP_724884.1,3.00E-169,472,2.00E-169,472
XP_011250877.1,NP_724885.1,7.00E-168,468,6.00E-168,468
XP_011250877.1,NP_724886.1,7.00E-168,468,6.00E-168,468
XP_011250877.1,NP_724887.2,1.00E-165,462,1.00E-165,462
XP_011250877.1,NP_724888.2,1.00E-165,462,1.00E-165,462
XP_011250877.1,NP_724889.2,7.00E-168,468,6.00E-168,468
XP_011250877.1,NP_995792.1,7.00E-168,468,6.00E-168,468
XP_011250878.1,NP_610554.1,1.00E-81,249,4.00E-83,253
XP_011250879.1,NP_648776.1,0,592,0,595
XP_011250881.1,NP_001097228.1,0,607,0,619
XP_011250881.1,NP_001188874.1,0,607,0,619
XP_011250881.1,NP_001188881.1,0,607,0,618
XP_011250881.1,NP_001188882.1,0,607,0,619
XP_011250887.1,NP_648776.1,0,592,0,595
XP_011250891.1,NP_648776.1,0,592,0,595
XP_011250896.1,NP_609080.1,0,624,0,617
XP_011250896.1,NP_723224.2,0,624,0,617
XP_011250900.1,NP_001162873.1,0,561,0,563
XP_011250900.1,NP_001260052.1,0,561,0,562
XP_011250900.1,NP_001261505.1,0,582,0,582
XP_011250900.1,NP_608865.2,0,561,0,562
XP_011250900.1,NP_648103.1,0,582,0,582
XP_011250901.1,NP_001334733.1,0,605,0,577
XP_011250901.1,NP_001334734.1,0,605,0,577
XP_011250901.1,NP_609356.2,0,605,0,577
XP_011250903.1,NP_477080.1,3.00E-175,491,2.00E-175,491
XP_011250906.1,NP_524672.1,4.00E-56,193,1.00E-55,192
XP_011250907.1,NP_524672.1,4.00E-56,193,1.00E-55,192
XP_011250908.1,NP_524672.1,4.00E-56,193,1.00E-55,192
XP_011250911.1,NP_524672.1,4.00E-56,193,1.00E-55,192
XP_011250912.2,NP_647896.1,2.00E-61,197,1.00E-61,197
XP_011250918.1,NP_001097947.2,7.00E-82,243,1.00E-78,235
XP_011250918.1,NP_651553.2,7.00E-82,243,1.00E-78,235
XP_011250918.1,NP_733210.1,7.00E-82,243,1.00E-78,235
XP_011250918.1,NP_733211.1,7.00E-82,243,1.00E-78,235
XP_011250918.1,NP_733212.1,7.00E-82,243,1.00E-78,235
XP_011250921.2,NP_001163573.1,0,845,0,830
XP_011250921.2,NP_001163574.1,0,847,0,832
XP_011250921.2,NP_001287257.1,0,820,0,803
XP_011250921.2,NP_001287258.1,0,820,0,803
XP_011250921.2,NP_001287259.1,0,847,0,832
XP_011250921.2,NP_001287260.1,0,832,0,816
XP_011250921.2,NP_649930.4,0,846,0,828
XP_011250924.2,NP_001163573.1,0,845,0,830
XP_011250924.2,NP_001163574.1,0,847,0,832
XP_011250924.2,NP_001287257.1,0,820,0,803
XP_011250924.2,NP_001287258.1,0,820,0,803
XP_011250924.2,NP_001287259.1,0,847,0,832
XP_011250924.2,NP_001287260.1,0,832,0,816
XP_011250924.2,NP_649930.4,0,846,0,828
XP_011250926.2,NP_001163573.1,0,861,0,844
XP_011250926.2,NP_001163574.1,0,862,0,845
XP_011250926.2,NP_001163575.2,0,898,0,882
XP_011250926.2,NP_001287259.1,0,862,0,845
XP_011250926.2,NP_649930.4,0,861,0,845
XP_011250927.2,NP_001163573.1,0,850,0,833
XP_011250927.2,NP_001163574.1,0,851,0,835
XP_011250927.2,NP_001287257.1,0,823,0,806
XP_011250927.2,NP_001287258.1,0,824,0,808
XP_011250927.2,NP_001287259.1,0,851,0,835
XP_011250927.2,NP_001287260.1,0,837,0,820
XP_011250927.2,NP_649930.4,0,850,0,833
XP_011250928.2,NP_001287257.1,0,829,0,814
XP_011250928.2,NP_001287258.1,0,830,0,813
XP_011250928.2,NP_001287260.1,0,808,0,791
XP_011250929.1,NP_001163573.1,0,843,0,826
XP_011250929.1,NP_001163574.1,0,842,0,826
XP_011250929.1,NP_001287257.1,0,816,0,799
XP_011250929.1,NP_001287258.1,0,816,0,800
XP_011250929.1,NP_001287259.1,0,843,0,827
XP_011250929.1,NP_001287260.1,0,830,0,813
XP_011250929.1,NP_649930.4,0,843,0,826
XP_011250930.2,NP_001287260.1,0,808,0,791
XP_011250931.2,NP_001287260.1,0,811,0,794
XP_011250933.2,NP_001189204.1,0,716,0,706
XP_011250933.2,NP_001303500.1,0,726,0,716
XP_011250933.2,NP_731390.1,0,714,0,705
XP_011250933.2,NP_731391.1,0,716,0,706
XP_011250937.1,NP_723893.1,5.00E-85,253,4.00E-85,253
XP_011250941.1,NP_647852.1,3.00E-167,488,1.00E-167,489
XP_011250944.1,NP_651454.1,1.00E-102,332,5.00E-103,333
XP_011250944.1,NP_996299.1,1.00E-99,324,6.00E-100,325
XP_011250945.1,NP_610042.1,2.00E-62,199,3.00E-65,206
XP_011250946.1,NP_001260415.1,0,858,0,841
XP_011250946.1,NP_001260416.1,0,829,0,819
XP_011250946.1,NP_001285874.1,0,858,0,841
XP_011250946.1,NP_477259.1,0,858,0,841
XP_011250947.1,NP_001260415.1,0,839,0,824
XP_011250947.1,NP_001260416.1,0,827,0,815
XP_011250947.1,NP_001285874.1,0,839,0,824
XP_011250947.1,NP_477259.1,0,839,0,824
XP_011250948.1,NP_001286496.1,0,666,0,666
XP_011250948.1,NP_001286497.1,0,666,0,666
XP_011250948.1,NP_611146.1,0,666,0,666
XP_011250948.1,NP_725600.1,0,681,0,681
XP_011250950.1,NP_001262911.1,5.00E-10,53.1,4.00E-10,53.1
XP_011250950.1,NP_001287503.1,5.00E-10,53.1,4.00E-10,53.1
XP_011250950.1,NP_536772.1,5.00E-10,53.1,4.00E-10,53.1
XP_011250951.1,NP_001262911.1,5.00E-10,53.5,4.00E-10,53.5
XP_011250951.1,NP_001287503.1,5.00E-10,53.5,4.00E-10,53.5
XP_011250951.1,NP_536772.1,5.00E-10,53.5,4.00E-10,53.5
XP_011250952.1,NP_001287502.1,0,824,0,808
XP_011250952.1,NP_651247.1,0,824,0,808
XP_011250953.1,NP_001287502.1,0,823,0,808
XP_011250953.1,NP_651247.1,0,823,0,808
XP_011250954.1,NP_001287502.1,0,823,0,808
XP_011250954.1,NP_651247.1,0,823,0,808
XP_011250955.2,NP_001162940.3,0,769,0,772
XP_011250955.2,NP_001260354.1,0,770,0,772
XP_011250955.2,NP_524723.2,0,770,0,772
XP_011250955.2,NP_611749.2,0,780,0,772
XP_011250955.2,NP_723597.1,0,770,0,772
XP_011250955.2,NP_995925.2,0,781,0,773
XP_011250955.2,NP_995926.1,0,781,0,773
XP_011250957.2,NP_001162940.3,0,770,0,773
XP_011250957.2,NP_001260354.1,0,771,0,773
XP_011250957.2,NP_524723.2,0,771,0,773
XP_011250957.2,NP_611749.2,0,781,0,772
XP_011250957.2,NP_723597.1,0,771,0,773
XP_011250957.2,NP_995925.2,0,782,0,773
XP_011250957.2,NP_995926.1,0,782,0,773
XP_011250958.1,NP_001286496.1,0,668,0,668
XP_011250958.1,NP_001286497.1,0,668,0,668
XP_011250958.1,NP_611146.1,0,668,0,668
XP_011250958.1,NP_725600.1,0,666,0,666
XP_011250963.1,NP_524396.1,9.00E-88,258,7.00E-88,258
XP_011250964.1,NP_001287433.1,1.00E-41,138,1.00E-49,158
XP_011250964.1,NP_650922.1,1.00E-41,138,1.00E-49,158
XP_011250964.1,NP_732566.1,1.00E-41,138,1.00E-49,158
XP_011250965.1,NP_001287356.1,2.00E-28,110,6.00E-21,89.4
XP_011250965.1,NP_001303436.1,2.00E-28,110,6.00E-21,89.4
XP_011250965.1,NP_650523.1,2.00E-28,110,6.00E-21,89.4
XP_011250966.1,NP_001287356.1,2.00E-28,110,6.00E-21,89
XP_011250966.1,NP_001303436.1,2.00E-28,110,6.00E-21,89
XP_011250966.1,NP_650523.1,2.00E-28,110,6.00E-21,89
XP_011250970.1,NP_570078.2,0,863,0,916
XP_011250970.1,NP_726893.2,0,822,0,876
XP_011250977.1,NP_523917.2,2.00E-107,310,3.00E-102,297
XP_011250978.1,NP_570078.2,0,862,0,916
XP_011250978.1,NP_726893.2,0,821,0,875
XP_011250984.1,NP_001285318.1,0,672,0,672
XP_011250984.1,NP_573109.1,0,672,0,672
XP_011250985.1,NP_001285318.1,0,672,0,672
XP_011250985.1,NP_573109.1,0,672,0,672
XP_011250986.1,NP_001247003.1,1.00E-77,234,1.00E-77,234
XP_011250986.1,NP_524292.1,7.00E-78,234,6.00E-78,234
XP_011250987.1,NP_001096877.1,0,772,0,824
XP_011250988.1,NP_523588.2,0,1176,0,1176
XP_011250990.1,NP_652069.2,0,614,0,614
XP_011250991.1,NP_001285858.1,5.00E-38,140,4.00E-42,150
XP_011250991.1,NP_723703.1,5.00E-38,140,4.00E-42,150
XP_011250991.1,NP_723707.1,5.00E-38,140,4.00E-42,150
XP_011250992.2,NP_001259302.1,0,681,0,681
XP_011250992.2,NP_788873.1,0,681,0,681
XP_011250995.1,NP_570078.2,0,823,0,876
XP_011250995.1,NP_726893.2,0,830,0,884
XP_011250998.2,NP_608336.1,4.00E-57,187,4.00E-48,164
XP_011251004.1,NP_001096852.1,1.00E-101,365,3.00E-99,357
XP_011251004.1,NP_001137857.1,2.00E-101,362,6.00E-99,354
XP_011251004.1,NP_524640.3,2.00E-101,362,6.00E-99,354
XP_011251005.1,NP_001096852.1,1.00E-101,365,3.00E-99,357
XP_011251005.1,NP_001137857.1,2.00E-101,362,5.00E-99,354
XP_011251005.1,NP_524640.3,2.00E-101,362,5.00E-99,354
XP_011251007.1,NP_001096852.1,4.00E-101,363,8.00E-99,355
XP_011251008.1,NP_001096852.1,2.00E-101,364,2.00E-99,357
XP_011251008.1,NP_001137857.1,4.00E-101,361,2.00E-98,353
XP_011251008.1,NP_524640.3,4.00E-101,361,2.00E-98,353
XP_011251010.1,NP_001096852.1,2.00E-101,363,4.00E-99,356
XP_011251010.1,NP_001137857.1,6.00E-101,360,6.00E-99,354
XP_011251010.1,NP_524640.3,6.00E-101,360,6.00E-99,354
XP_011251014.2,NP_001287206.1,1.00E-51,172,4.00E-44,152
XP_011251014.2,NP_649711.1,1.00E-51,172,4.00E-44,152
XP_011251015.1,NP_609712.1,1.00E-50,161,1.00E-50,161
XP_011251016.1,NP_650983.1,5.00E-70,213,4.00E-70,213
XP_011251017.2,NP_649692.2,1.00E-75,233,1.00E-75,233
XP_011251018.1,NP_001285432.1,0,631,0,617
XP_011251019.1,NP_001303388.1,2.00E-76,230,1.00E-76,230
XP_011251019.1,NP_649424.1,2.00E-76,230,1.00E-76,230
XP_011251021.1,NP_611356.1,7.00E-112,340,1.00E-120,363
XP_011251021.1,NP_725812.1,7.00E-112,340,1.00E-120,363
XP_011251021.1,NP_725813.1,7.00E-112,340,1.00E-120,363
XP_011251022.1,NP_001015167.2,9.00E-91,271,8.00E-91,271
XP_011251022.1,NP_001015168.2,9.00E-91,271,8.00E-91,271
XP_011251022.1,NP_001104014.1,9.00E-91,271,8.00E-91,271
XP_011251022.1,NP_001163882.1,9.00E-91,271,8.00E-91,271
XP_011251022.1,NP_001287649.1,9.00E-91,271,8.00E-91,271
XP_011251024.1,NP_609485.4,0,650,0,651
XP_011251024.1,NP_995682.1,0,650,0,651
XP_011251025.1,NP_609485.4,0,650,0,651
XP_011251025.1,NP_995682.1,0,650,0,651
XP_011251026.1,NP_609485.4,0,649,0,649
XP_011251026.1,NP_995682.1,0,649,0,649
XP_011251027.1,NP_609485.4,0,657,0,658
XP_011251027.1,NP_995682.1,0,657,0,658
XP_011251028.1,NP_001285268.1,0,733,0,746
XP_011251028.1,NP_511164.2,0,733,0,746
XP_011251030.1,NP_001261271.1,3.00E-97,290,2.00E-96,287
XP_011251030.1,NP_477065.3,9.00E-98,289,4.00E-97,287
XP_011251031.2,NP_610504.4,1.00E-121,360,1.00E-121,360
XP_011251034.1,NP_001260132.1,0,674,0,687
XP_011251034.1,NP_001285672.1,0,674,0,687
XP_011251034.1,NP_609028.2,0,674,0,687
XP_011251037.1,NP_001286617.1,8.00E-113,330,7.00E-113,330
XP_011251037.1,NP_611429.1,8.00E-113,330,7.00E-113,330
XP_011251038.1,NP_610504.4,1.00E-126,374,1.00E-126,374
XP_011251039.1,NP_610504.4,1.00E-126,374,1.00E-126,374
XP_011251040.1,NP_610504.4,1.00E-126,374,1.00E-126,374
XP_011251041.1,NP_649865.1,2.00E-159,470,2.00E-170,497
XP_011251043.2,NP_610107.1,0,1173,0,1173
XP_011251049.2,NP_001097520.2,2.00E-94,293,2.00E-94,293
XP_011251049.2,NP_001261449.1,2.00E-94,293,2.00E-94,293
XP_011251049.2,NP_523940.2,2.00E-94,293,2.00E-94,293
XP_011251050.1,NP_001260132.1,0,687,0,700
XP_011251050.1,NP_001285672.1,0,687,0,701
XP_011251050.1,NP_609028.2,0,687,0,701
XP_011251053.2,NP_001246760.1,1.00E-51,182,2.00E-53,187
XP_011251053.2,NP_648731.1,1.00E-53,187,8.00E-56,193
XP_011251060.1,NP_612045.1,3.00E-76,225,3.00E-76,225
XP_011251061.1,NP_001259313.1,2.00E-143,414,3.00E-144,416
XP_011251061.1,NP_610213.1,8.00E-138,399,9.00E-138,399
XP_011251061.1,NP_652003.2,2.00E-143,414,3.00E-144,416
XP_011251061.1,NP_996363.1,2.00E-143,414,3.00E-144,416
XP_011251075.1,NP_732771.2,0,665,0,691
XP_011251081.2,NP_610956.1,4.00E-06,45.1,4.00E-06,45.1
XP_011251085.1,NP_001261435.1,7.00E-109,325,3.00E-108,323
XP_011251085.1,NP_001261436.1,2.00E-109,326,1.00E-108,323
XP_011251085.1,NP_647951.2,2.00E-109,326,1.00E-108,323
XP_011251086.1,NP_001261435.1,7.00E-109,325,3.00E-108,323
XP_011251086.1,NP_001261436.1,2.00E-109,326,1.00E-108,323
XP_011251086.1,NP_647951.2,2.00E-109,326,1.00E-108,323
XP_011251087.1,NP_001262930.1,0,538,2.00E-176,512
XP_011251087.1,NP_651290.1,0,536,9.00E-176,511
XP_011251088.1,NP_001027444.1,5.00E-56,184,4.00E-56,184
XP_011251093.1,NP_476590.1,0,1485,0,1480
XP_011251096.1,NP_476590.1,0,1486,0,1482
XP_011251100.1,NP_001245529.1,1.00E-134,405,2.00E-129,392
XP_011251100.1,NP_572164.2,1.00E-134,405,2.00E-129,392
XP_011251101.1,NP_001245529.1,1.00E-134,405,2.00E-129,392
XP_011251101.1,NP_572164.2,1.00E-134,405,2.00E-129,392
XP_011251104.1,NP_001245529.1,7.00E-135,406,2.00E-129,392
XP_011251104.1,NP_572164.2,7.00E-135,406,2.00E-129,392
XP_011251105.1,NP_572712.1,1.00E-12,62.4,7.00E-13,62.4
XP_011251109.1,NP_570080.1,0,670,0,670
XP_011251110.1,NP_001188815.1,3.00E-109,325,2.00E-109,325
XP_011251110.1,NP_609737.1,3.00E-109,325,2.00E-109,325
XP_011251116.3,NP_524279.2,7.00E-16,79,6.00E-16,79
XP_011251117.3,NP_523689.1,4.00E-14,73.9,4.00E-14,73.9
XP_011251117.3,NP_524279.2,1.00E-14,75.9,9.00E-15,75.9
XP_011251118.1,NP_001036678.1,0,1035,0,1019
XP_011251118.1,NP_001246928.1,0,1073,0,1056
XP_011251118.1,NP_001246929.1,0,1026,0,1011
XP_011251118.1,NP_730918.2,0,1022,0,1007
XP_011251125.1,NP_001036678.1,0,1008,0,992
XP_011251125.1,NP_001246928.1,0,1046,0,1029
XP_011251125.1,NP_001246929.1,0,1025,0,1009
XP_011251125.1,NP_730918.2,0,1019,0,1004
XP_011251131.1,NP_001027148.1,0,1012,0,990
XP_011251131.1,NP_001036678.1,0,1050,0,1033
XP_011251131.1,NP_001246928.1,0,1034,0,1017
XP_011251131.1,NP_652017.1,0,1012,0,990
XP_011251131.1,NP_730909.1,0,1012,0,990
XP_011251133.1,NP_001246231.1,0,890,0,890
XP_011251133.1,NP_610536.1,0,890,0,890
XP_011251139.1,NP_001027148.1,0,1030,0,1014
XP_011251139.1,NP_001036678.1,0,999,0,990
XP_011251139.1,NP_001036679.1,0,1003,0,988
XP_011251139.1,NP_001246928.1,0,1035,0,1028
XP_011251139.1,NP_652017.1,0,1030,0,1014
XP_011251139.1,NP_730909.1,0,1030,0,1014
XP_011251139.1,NP_730910.2,0,1003,0,986
XP_011251139.1,NP_730911.1,0,1041,0,1025
XP_011251139.1,NP_996151.1,0,998,0,983
XP_011251141.1,NP_542943.2,0,712,0,734
XP_011251141.1,NP_723249.1,0,712,0,734
XP_011251142.1,NP_001245927.1,0,632,0,654
XP_011251142.1,NP_001245929.1,0,632,0,654
XP_011251142.1,NP_723251.1,0,614,0,635
XP_011251143.1,NP_001245927.1,0,632,0,654
XP_011251143.1,NP_001245929.1,0,632,0,654
XP_011251143.1,NP_723251.1,0,614,0,635
XP_011251144.1,NP_001245927.1,0,632,0,654
XP_011251144.1,NP_001245929.1,0,632,0,654
XP_011251144.1,NP_723251.1,0,614,0,635
XP_011251145.1,NP_542943.2,0,703,0,724
XP_011251145.1,NP_723249.1,0,703,0,724
XP_011251146.1,NP_542943.2,0,705,0,727
XP_011251146.1,NP_723249.1,0,705,0,727
XP_011251147.1,NP_542943.2,0,702,0,724
XP_011251147.1,NP_723249.1,0,702,0,724
XP_011251149.1,NP_001027148.1,0,1045,0,1028
XP_011251149.1,NP_001036678.1,0,1012,0,1004
XP_011251149.1,NP_001036679.1,0,1018,0,1001
XP_011251149.1,NP_001138008.1,0,999,0,983
XP_011251149.1,NP_001138009.1,0,999,0,983
XP_011251149.1,NP_652017.1,0,1045,0,1028
XP_011251149.1,NP_730909.1,0,1045,0,1028
XP_011251149.1,NP_730910.2,0,1017,0,1001
XP_011251149.1,NP_730911.1,0,1002,0,987
XP_011251149.1,NP_996151.1,0,1012,0,998
XP_011251155.1,NP_001286614.1,1.00E-117,336,1.00E-115,331
XP_011251155.1,NP_477054.1,1.00E-117,336,1.00E-115,331
XP_011251156.1,NP_001014469.1,9.00E-121,379,1.00E-120,379
XP_011251156.1,NP_001260083.1,2.00E-122,380,3.00E-122,379
XP_011251156.1,NP_523480.2,9.00E-121,379,1.00E-120,379
XP_011251156.1,NP_723057.1,7.00E-123,380,1.00E-122,379
XP_011251156.1,NP_723058.2,4.00E-122,380,4.00E-122,380
XP_011251156.1,NP_723059.2,1.00E-122,380,1.00E-122,379
XP_011251159.1,NP_001014469.1,9.00E-121,379,1.00E-120,379
XP_011251159.1,NP_001260083.1,2.00E-122,380,2.00E-122,379
XP_011251159.1,NP_523480.2,9.00E-121,379,1.00E-120,379
XP_011251159.1,NP_723057.1,5.00E-123,380,7.00E-123,380
XP_011251159.1,NP_723058.2,3.00E-122,380,4.00E-122,380
XP_011251159.1,NP_723059.2,1.00E-122,380,1.00E-122,380
XP_011251161.1,NP_001014467.1,1.00E-113,359,2.00E-113,358
XP_011251161.1,NP_001014468.1,1.00E-115,359,1.00E-115,359
XP_011251161.1,NP_001260084.1,2.00E-115,359,2.00E-115,358
XP_011251161.1,NP_001285611.1,4.00E-115,360,7.00E-115,359
XP_011251161.1,NP_001285612.1,3.00E-115,359,3.00E-115,359
XP_011251162.1,NP_001188690.1,5.00E-84,274,4.00E-84,274
XP_011251163.1,NP_788714.1,8.00E-88,271,6.00E-88,271
XP_011251164.2,NP_651621.2,0,690,0,690
XP_011251165.2,NP_651621.2,0,681,0,681
XP_011251166.1,NP_001036678.1,0,1004,0,986
XP_011251166.1,NP_001246928.1,0,1040,0,1025
XP_011251166.1,NP_001246929.1,0,1023,0,1006
XP_011251166.1,NP_730911.1,0,1002,0,981
XP_011251166.1,NP_730918.2,0,1018,0,1003
XP_011251167.1,NP_650433.1,3.00E-49,173,3.00E-49,173
XP_011251174.2,NP_001163748.1,0,823,0,1410
XP_011251174.2,NP_651516.1,0,824,0,1394
XP_011251184.1,NP_650257.1,0,1513,0,1531
XP_011251186.1,NP_001137933.1,4.00E-51,161,3.00E-51,161
XP_011251186.1,NP_001246717.1,1.00E-50,159,1.00E-50,159
XP_011251186.1,NP_001261714.1,1.00E-50,159,1.00E-50,159
XP_011251186.1,NP_648475.1,1.00E-50,159,1.00E-50,159
XP_011251187.1,NP_001137933.1,2.00E-50,159,2.00E-50,159
XP_011251187.1,NP_001246717.1,3.00E-51,161,2.00E-51,161
XP_011251187.1,NP_001261714.1,3.00E-51,161,2.00E-51,161
XP_011251187.1,NP_648475.1,3.00E-51,161,2.00E-51,161
XP_011251188.1,NP_001287357.1,2.00E-111,332,1.00E-111,332
XP_011251188.1,NP_650524.1,2.00E-111,332,1.00E-111,332
XP_011251189.1,NP_001137996.2,9.00E-150,450,6.00E-143,432
XP_011251189.1,NP_649365.1,9.00E-150,450,6.00E-143,432
XP_011251190.1,NP_001247387.1,0,2739,0,2739
XP_011251190.1,NP_001247388.1,0,2737,0,2739
XP_011251190.1,NP_001247389.2,0,2737,0,2739
XP_011251190.1,NP_001247390.1,0,2739,0,2739
XP_011251190.1,NP_001287627.1,0,2739,0,2739
XP_011251190.1,NP_524612.2,0,2740,0,2741
XP_011251190.1,NP_733455.1,0,2738,0,2737
XP_011251191.1,NP_001246929.1,0,1019,0,1003
XP_011251191.1,NP_730918.2,0,1016,0,1000
XP_011251193.1,NP_001027401.1,2.00E-156,449,2.00E-158,453
XP_011251195.1,NP_001163126.1,1.00E-39,140,1.00E-39,140
XP_011251195.1,NP_610763.1,8.00E-39,137,6.00E-39,137
XP_011251202.1,NP_524113.1,6.00E-27,106,3.00E-32,120
XP_011251203.3,NP_523454.2,1.00E-14,75.5,1.00E-14,75.5
XP_011251206.2,NP_523689.1,3.00E-15,77.4,2.00E-15,77.4
XP_011251209.1,NP_523454.2,5.00E-15,76.6,4.00E-15,77
XP_011251213.1,NP_572987.1,0,881,0,881
XP_011251218.1,NP_611163.2,3.00E-49,159,2.00E-49,159
XP_011251223.2,NP_001286056.1,7.00E-99,307,5.00E-99,307
XP_011251223.2,NP_609897.2,7.00E-99,307,5.00E-99,307
XP_011251225.1,NP_524284.1,5.00E-106,315,4.00E-106,315
XP_011251226.2,NP_001097946.1,0,1015,0,1045
XP_011251226.2,NP_001263009.1,0,1014,0,1045
XP_011251226.2,NP_001263010.1,0,1014,0,1045
XP_011251226.2,NP_524886.2,0,1014,0,1044
XP_011251227.2,NP_001097946.1,0,1010,0,1040
XP_011251227.2,NP_001263009.1,0,1009,0,1040
XP_011251227.2,NP_001263010.1,0,1009,0,1040
XP_011251227.2,NP_524886.2,0,1009,0,1039
XP_011251228.1,NP_001246867.1,8.00E-104,317,3.00E-106,323
XP_011251228.1,NP_524704.1,8.00E-104,317,3.00E-106,323
XP_011251228.1,NP_730653.1,8.00E-104,317,3.00E-106,323
XP_011251231.1,NP_651691.4,0,1238,0,1261
XP_011251232.1,NP_651691.4,0,1236,0,1263
XP_011251233.1,NP_609900.1,4.00E-63,198,3.00E-68,211
XP_011251234.1,NP_651691.4,0,1237,0,1254
XP_011251244.1,NP_001188537.1,2.00E-160,476,1.00E-160,476
XP_011251244.1,NP_569976.1,2.00E-160,476,1.00E-160,476
XP_011251244.1,NP_726786.2,2.00E-160,476,1.00E-160,476
XP_011251244.1,NP_726787.1,2.00E-160,476,1.00E-160,476
XP_011251244.1,NP_726788.1,2.00E-160,476,1.00E-160,476
XP_011251244.1,NP_726789.3,2.00E-160,476,1.00E-160,476
XP_011251244.1,NP_726790.1,4.00E-161,476,4.00E-161,476
XP_011251245.1,NP_001188537.1,1.00E-160,476,1.00E-160,476
XP_011251245.1,NP_569976.1,1.00E-160,476,1.00E-160,476
XP_011251245.1,NP_726786.2,1.00E-160,476,1.00E-160,476
XP_011251245.1,NP_726787.1,1.00E-160,476,1.00E-160,476
XP_011251245.1,NP_726788.1,1.00E-160,476,1.00E-160,476
XP_011251245.1,NP_726789.3,1.00E-160,476,1.00E-160,476
