amel,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
NP_001171499.1,XP_011260793.1,1.00E-92,274,6.00E-99,290
NP_001171499.1,XP_025268061.1,1.00E-92,274,6.00E-99,290
NP_001171518.1,XP_011252731.1,3.00E-125,359,4.00E-125,359
NP_001171518.1,XP_011252732.1,9.00E-126,358,9.00E-126,358
NP_001171518.1,XP_011252733.1,9.00E-126,358,9.00E-126,358
NP_001171519.1,XP_011258796.2,7.00E-145,407,7.00E-145,407
NP_001171538.1,XP_011255589.1,6.00E-116,332,2.00E-121,346
NP_001171538.1,XP_011255590.1,6.00E-116,332,2.00E-121,346
NP_001171540.1,XP_011259459.2,0,837,0,837
NP_001172008.1,XP_011253051.1,0,1175,0,1214
NP_001172008.1,XP_011253053.1,0,1181,0,1221
NP_001172015.1,XP_011253054.1,1.00E-27,97.8,1.00E-27,97.8
NP_001172034.1,XP_011266842.1,0,1575,0,1575
NP_001172034.1,XP_011266843.1,0,1575,0,1575
NP_001172034.1,XP_011266844.1,0,1575,0,1575
NP_001172034.1,XP_011266845.1,0,1575,0,1575
NP_001172034.1,XP_011266847.1,0,1575,0,1575
NP_001172034.1,XP_011266849.1,0,1575,0,1575
NP_001172034.1,XP_011266851.1,0,1580,0,1580
NP_001172073.1,XP_011269453.1,7.00E-39,129,5.00E-44,142
NP_001172074.1,XP_011250479.1,0,754,0,754
NP_001172074.1,XP_011257342.1,0,784,0,784
NP_001172074.1,XP_011257343.1,0,784,0,784
NP_001172074.1,XP_011267531.1,0,767,0,767
NP_001172074.1,XP_011267532.1,0,767,0,767
NP_001172074.1,XP_011267533.1,0,767,0,767
NP_001172074.1,XP_011267534.2,0,770,0,770
NP_001172075.1,XP_011250479.1,0,754,0,754
NP_001172075.1,XP_011257342.1,0,784,0,784
NP_001172075.1,XP_011257343.1,0,784,0,784
NP_001172075.1,XP_011267531.1,0,767,0,767
NP_001172075.1,XP_011267532.1,0,767,0,767
NP_001172075.1,XP_011267533.1,0,767,0,767
NP_001172075.1,XP_011267534.2,0,770,0,770
NP_001177743.1,XP_011266044.1,4.00E-15,63.9,5.00E-15,63.9
NP_001177849.1,XP_011259939.1,0,786,0,770
NP_001177977.2,XP_011251004.1,0,2011,0,1851
NP_001177977.2,XP_011251005.1,0,2016,0,1857
NP_001177977.2,XP_011251007.1,0,2011,0,1855
NP_001177977.2,XP_011251008.1,0,2045,0,1860
NP_001177977.2,XP_011251010.1,0,2010,0,1857
NP_001177977.2,XP_025262040.1,0,2009,0,1848
NP_001177977.2,XP_025262041.1,0,2019,0,1860
NP_001180219.1,XP_011259696.1,0,808,0,790
NP_001180219.1,XP_011259697.1,0,808,0,790
NP_001180219.1,XP_011259698.1,0,808,0,790
NP_001180219.1,XP_011259699.1,0,808,0,790
NP_001180219.1,XP_011259700.1,0,808,0,790
NP_001189389.1,XP_011263434.1,0,902,0,932
NP_001191178.1,XP_011263429.1,0,929,0,895
NP_001191178.1,XP_025268589.1,0,929,0,895
NP_001191680.1,XP_011252388.1,0,1209,0,1229
NP_001191680.1,XP_011252389.2,0,1209,0,1229
NP_001191680.1,XP_025265996.1,0,1178,0,1195
NP_001191991.1,XP_011252140.1,0,614,0,600
NP_001191991.1,XP_025265877.1,0,587,0,575
NP_001191991.1,XP_025265878.1,0,587,0,575
NP_001191991.1,XP_025265879.1,0,587,0,575
NP_001192152.1,XP_011262326.1,0,715,0,715
NP_001193395.1,XP_011263451.1,0,780,0,780
NP_001193396.1,XP_011263461.1,3.00E-88,258,3.00E-88,258
NP_001193898.1,XP_011265520.2,0,928,0,937
NP_001193898.1,XP_011265523.2,0,924,0,931
NP_001193899.1,XP_011265150.1,3.00E-95,288,4.00E-95,288
NP_001193902.1,XP_025267011.1,0,695,0,695
NP_001193902.1,XP_025267012.1,0,695,0,695
NP_001193902.1,XP_025267014.1,0,696,0,696
NP_001193902.1,XP_025267015.1,0,696,0,696
NP_001193902.1,XP_025267016.1,0,696,0,696
NP_001193902.1,XP_025267017.1,0,696,0,696
NP_001193902.1,XP_025268566.1,0,695,0,695
NP_001193902.1,XP_025269852.1,0,701,0,701
NP_001193902.1,XP_025269858.1,0,681,0,681
NP_001201833.1,XP_011262085.1,0,1277,0,1263
NP_001201833.1,XP_011262086.1,0,1236,0,1222
NP_001201833.1,XP_025262415.1,0,1224,0,1211
NP_001207415.1,XP_011254826.1,0,1180,0,1182
NP_001207416.1,XP_011254824.1,0,1143,0,1143
NP_001229315.1,XP_025264250.1,0,1605,0,1634
NP_001229316.1,XP_011253233.2,0,3667,0,3690
NP_001229316.1,XP_011253234.2,0,3675,0,3695
NP_001229360.1,XP_011266294.1,0,515,0,536
NP_001229361.1,XP_011264663.2,0,1217,0,1217
NP_001229361.1,XP_011264664.2,0,1163,0,1163
NP_001229362.1,XP_011250879.1,0,937,0,933
NP_001229362.1,XP_011250887.1,0,937,0,933
NP_001229362.1,XP_011250891.1,0,937,0,933
NP_001229362.1,XP_025263588.1,0,937,0,933
NP_001229363.1,XP_011252693.1,5.00E-143,425,1.00E-145,432
NP_001229364.1,XP_011252691.1,0,867,0,888
NP_001229365.1,XP_011257568.1,0,1468,0,1493
NP_001229365.1,XP_011257569.1,0,1470,0,1493
NP_001229365.1,XP_011257570.1,0,1423,0,1446
NP_001229366.1,XP_011257568.1,0,1468,0,1493
NP_001229366.1,XP_011257569.1,0,1470,0,1493
NP_001229366.1,XP_011257570.1,0,1423,0,1446
NP_001229369.1,XP_011250545.1,6.00E-78,237,9.00E-78,237
NP_001229370.1,XP_011250546.1,6.00E-110,320,7.00E-110,320
NP_001229385.1,XP_011268010.1,0,1136,0,1130
NP_001229386.1,XP_011268011.1,5.00E-70,211,5.00E-70,211
NP_001229386.1,XP_011268012.1,1.00E-68,207,1.00E-68,207
NP_001229387.1,XP_011252574.1,0,1545,0,1585
NP_001229396.1,XP_011255187.1,9.00E-125,355,2.00E-121,346
NP_001229397.1,XP_011250481.1,0,1279,0,1279
NP_001229397.1,XP_011250482.1,0,1302,0,1323
NP_001229397.1,XP_019885699.1,0,1302,0,1323
NP_001229398.1,XP_011254625.1,6.00E-107,305,7.00E-107,305
NP_001229398.1,XP_011254626.1,6.00E-107,305,7.00E-107,305
NP_001229398.1,XP_011266691.1,6.00E-107,305,7.00E-107,305
NP_001229399.1,XP_011265007.1,0,621,0,613
NP_001229442.1,XP_011258474.1,0,649,0,662
NP_001229443.1,XP_011254444.1,0,568,0,523
NP_001229444.1,XP_011260221.1,0,1232,0,1214
NP_001229444.1,XP_011260222.1,0,1172,0,1152
NP_001229444.1,XP_011260223.1,0,1172,0,1152
NP_001229444.1,XP_011260224.1,0,1172,0,1152
NP_001229444.1,XP_011260226.1,0,1172,0,1152
NP_001229444.1,XP_011260227.1,0,1172,0,1152
NP_001229445.1,XP_011260221.1,0,1172,0,1154
NP_001229445.1,XP_011260222.1,0,1170,0,1153
NP_001229445.1,XP_011260223.1,0,1170,0,1153
NP_001229445.1,XP_011260224.1,0,1170,0,1153
NP_001229445.1,XP_011260226.1,0,1170,0,1153
NP_001229445.1,XP_011260227.1,0,1170,0,1153
NP_001229446.1,XP_011260726.1,0,663,0,701
NP_001229447.1,XP_011261588.1,0,1401,0,1399
NP_001229447.1,XP_011261589.1,0,1396,0,1394
NP_001229447.1,XP_019884093.1,0,1373,0,1372
NP_001229447.1,XP_025264559.1,0,1374,0,1372
NP_001229447.1,XP_025264586.1,0,1379,0,1372
NP_001229447.1,XP_025264663.1,0,1406,0,1399
NP_001229448.1,XP_011264513.1,3.00E-121,343,3.00E-121,343
NP_001229449.1,XP_011256186.1,0,677,0,655
NP_001229451.1,XP_011253314.1,0,966,0,944
NP_001229452.1,XP_011253350.1,0,1086,0,1049
NP_001229452.1,XP_011253351.1,0,1070,0,1034
NP_001229455.1,XP_011259694.1,0,749,0,768
NP_001229455.1,XP_019883703.1,0,749,0,768
NP_001229456.1,XP_011268144.1,2.00E-117,338,1.00E-117,338
NP_001229471.1,XP_011258824.1,0,745,0,745
NP_001229473.1,XP_011256018.1,5.00E-109,315,7.00E-109,315
NP_001229483.1,XP_011267907.1,0,757,0,754
NP_001229485.1,XP_011268177.1,0,841,0,823
NP_001229485.1,XP_011268178.1,0,841,0,823
NP_001229485.1,XP_011268179.1,0,841,0,823
NP_001229486.1,XP_011269292.1,0,629,0,629
NP_001229503.1,XP_011250458.1,0,3521,0,3580
NP_001229503.1,XP_011250459.1,0,3512,0,3575
NP_001229505.1,XP_011265066.1,0,867,0,867
NP_001229505.1,XP_011265077.1,0,867,0,867
NP_001229506.1,XP_019885490.2,1.00E-131,387,2.00E-131,387
NP_001229506.1,XP_025271128.1,1.00E-126,375,1.00E-126,375
NP_001229506.1,XP_025271129.1,1.00E-126,375,1.00E-126,375
NP_001229506.1,XP_025271130.1,1.00E-126,375,1.00E-126,375
NP_001229506.1,XP_025271131.1,4.00E-128,378,5.00E-128,378
NP_001229507.1,XP_011268861.1,0,514,0,513
NP_001229508.1,XP_011269033.1,0,758,0,758
NP_001229585.1,XP_011255350.2,2.00E-82,242,3.00E-74,221
NP_001229585.1,XP_025266233.1,2.00E-82,242,3.00E-74,221
NP_001229586.1,XP_011255350.2,2.00E-82,242,3.00E-74,221
NP_001229586.1,XP_025266233.1,2.00E-82,242,3.00E-74,221
NP_001229889.1,XP_025265298.1,2.00E-87,274,2.00E-87,274
NP_001229900.1,XP_025265295.1,5.00E-178,507,5.00E-178,507
NP_001229906.1,XP_025265289.1,1.00E-176,503,1.00E-176,503
NP_001229909.1,XP_019883388.2,3.00E-135,397,3.00E-135,397
NP_001229910.1,XP_019883388.2,7.00E-138,404,8.00E-138,404
NP_001229911.1,XP_019883386.2,2.00E-148,431,2.00E-148,431
NP_001229911.1,XP_025265294.1,9.00E-157,452,1.00E-156,452
NP_001229911.1,XP_025265296.1,9.00E-148,430,8.00E-154,445
NP_001229911.1,XP_025265297.1,5.00E-152,441,3.00E-158,457
NP_001229911.1,XP_025265302.1,3.00E-151,439,2.00E-151,439
NP_001229912.1,XP_011257825.1,0,2154,0,2156
NP_001229912.1,XP_011257826.1,0,2150,0,2152
NP_001229912.1,XP_025265280.1,0,2154,0,2156
NP_001229913.1,XP_019882996.2,3.00E-117,351,2.00E-116,349
NP_001229913.1,XP_019883254.1,7.00E-116,347,3.00E-114,343
NP_001229915.1,XP_011262521.3,4.00E-53,183,5.00E-50,175
NP_001229915.1,XP_019884004.1,3.00E-55,190,2.00E-50,177
NP_001229915.1,XP_025262491.1,2.00E-52,183,1.00E-47,170
NP_001229918.1,XP_011263757.2,2.00E-81,258,3.00E-81,258
NP_001229922.1,XP_025263028.1,2.00E-101,310,2.00E-101,310
NP_001229922.1,XP_025265888.1,3.00E-96,297,3.00E-96,297
NP_001229926.1,XP_025265657.1,1.00E-148,416,7.00E-145,407
NP_001229927.1,XP_011263632.1,0,644,0,640
NP_001229928.1,XP_011263633.1,4.00E-50,177,6.00E-46,166
NP_001233180.1,XP_011268279.1,4.00E-37,131,4.00E-37,131
NP_001233596.1,XP_011251746.1,0,2217,0,2186
NP_001233596.1,XP_011251747.1,0,2217,0,2186
NP_001233596.1,XP_025269862.1,0,2217,0,2186
NP_001233596.1,XP_025269863.1,0,2217,0,2186
NP_001238948.1,XP_011264928.1,0,1987,0,1987
NP_001238948.1,XP_025264707.1,0,1973,0,1973
NP_001238948.1,XP_025264708.1,0,1981,0,1981
NP_001238948.1,XP_025264709.1,0,1979,0,1979
NP_001239353.1,XP_025265666.1,2.00E-86,280,3.00E-89,287
NP_001239355.1,XP_011267636.1,1.00E-84,281,2.00E-81,272
NP_001239357.1,XP_011267994.3,8.00E-64,212,2.00E-67,221
NP_001239361.1,XP_011262343.2,0,581,0,592
NP_001239361.1,XP_019884243.2,0,581,0,592
NP_001239361.1,XP_025271101.1,0,588,0,598
NP_001242961.1,XP_011266337.1,0,1380,0,1380
NP_001242963.1,XP_011266274.1,0,3567,0,3497
NP_001242967.1,XP_011259000.1,1.00E-169,504,1.00E-169,504
NP_001242967.1,XP_025267234.1,1.00E-169,504,1.00E-169,504
NP_001242967.1,XP_025267235.1,1.00E-169,504,1.00E-169,504
NP_001242968.1,XP_011262698.1,0,3073,0,3062
NP_001242968.1,XP_011262699.1,0,3078,0,3073
NP_001242968.1,XP_011262700.1,0,3083,0,3077
NP_001242968.1,XP_011262703.1,0,3089,0,3075
NP_001242968.1,XP_011262704.1,0,3104,0,3090
NP_001252514.1,XP_011257774.2,2.00E-93,280,6.00E-98,292
NP_001252514.1,XP_025266481.1,1.00E-93,280,5.00E-98,292
NP_001257742.1,XP_011253430.2,4.00E-88,259,6.00E-88,259
NP_001257743.1,XP_011253427.2,6.00E-65,199,9.00E-75,224
NP_001257744.1,XP_011253425.1,8.00E-44,143,2.00E-40,134
NP_001257744.1,XP_011253426.1,8.00E-44,143,2.00E-40,134
NP_001257744.1,XP_025270411.1,8.00E-44,143,2.00E-40,134
NP_001257747.1,XP_011260335.2,6.00E-43,148,2.00E-45,154
NP_001257749.1,XP_011260338.1,2.00E-42,139,1.00E-43,143
NP_001257750.1,XP_011265278.1,2.00E-62,197,2.00E-55,178
NP_001257751.1,XP_011256320.1,2.00E-75,228,4.00E-79,237
NP_001257752.1,XP_011261981.1,1.00E-38,131,3.00E-44,145
NP_001257753.1,XP_011261174.1,3.00E-42,137,4.00E-42,137
NP_001257754.1,XP_011261173.1,9.00E-41,133,1.00E-40,133
NP_001257755.1,XP_011264279.1,2.00E-161,459,2.00E-163,464
NP_001257756.1,XP_011253418.1,1.00E-55,175,4.00E-60,187
NP_001257757.1,XP_011253424.1,2.00E-41,137,2.00E-41,137
NP_001257758.1,XP_011251604.1,2.00E-100,296,3.00E-95,283
NP_001257758.1,XP_025270916.1,2.00E-100,296,3.00E-95,283
NP_001257759.1,XP_011261175.1,9.00E-51,159,5.00E-56,172
NP_001257760.1,XP_011253505.1,3.00E-36,124,3.00E-34,119
NP_001263356.1,XP_011252940.2,8.00E-113,330,4.00E-120,349
NP_001263356.1,XP_011252941.2,3.00E-111,326,6.00E-116,338
NP_001263356.1,XP_025270566.1,1.00E-109,322,2.00E-114,334
NP_001263356.1,XP_025270588.1,8.00E-113,330,4.00E-120,349
NP_001264229.1,XP_011263878.1,0,895,0,909
NP_001264230.1,XP_011264983.1,0,2052,0,2100
NP_001265255.1,XP_011250801.1,0,588,0,588
NP_001265256.1,XP_011267791.1,0,860,0,838
NP_001265256.1,XP_011267792.1,0,860,0,838
NP_001265257.1,XP_011267789.1,5.00E-180,518,0,522
NP_001265259.1,XP_011263869.1,0,1047,0,1058
NP_001265260.1,XP_011254458.2,0,2560,0,2581
NP_001265260.1,XP_011254459.2,0,2560,0,2581
NP_001265260.1,XP_011254460.2,0,2560,0,2581
NP_001265261.1,XP_011266653.1,5.00E-19,76.6,3.00E-25,92.8
NP_001265262.1,XP_011258927.1,0,709,0,709
NP_001265262.1,XP_011258928.1,0,709,0,709
NP_001265262.1,XP_011258929.1,0,702,0,702
NP_001265262.1,XP_011258930.1,0,702,0,702
NP_001265263.1,XP_011262751.1,0,771,0,771
NP_001265263.1,XP_025267658.1,0,750,0,750
NP_001265264.1,XP_011253248.1,0,2607,0,2608
NP_001265264.1,XP_011253249.1,0,2607,0,2608
NP_001265264.1,XP_011253250.1,0,2607,0,2608
NP_001265264.1,XP_011253251.1,0,2607,0,2608
NP_001265264.1,XP_011253252.1,0,2618,0,2620
NP_001265265.1,XP_011253260.2,0,1258,0,1272
NP_001265608.1,XP_011255401.1,0,1352,0,1338
NP_001265608.1,XP_011255402.1,0,1352,0,1338
NP_001265608.1,XP_011255403.1,0,1299,0,1288
NP_001265609.1,XP_011269173.1,5.00E-66,202,5.00E-66,202
NP_001265610.1,XP_011264612.2,0,1117,0,1101
NP_001265610.1,XP_011264613.2,0,1117,0,1101
NP_001265610.1,XP_011264614.2,0,1117,0,1101
NP_001265610.1,XP_011264615.2,0,1117,0,1101
NP_001265634.1,XP_011255147.2,0,584,0,584
NP_001265636.1,XP_011255144.1,0,516,3.00E-178,499
NP_001265636.1,XP_011255145.1,0,509,1.00E-175,493
NP_001276370.1,XP_025269844.1,0,568,0,549
NP_001292813.1,XP_019882616.2,0,815,0,803
NP_001301008.1,XP_011264181.1,4.00E-168,470,5.00E-168,470
NP_001305411.1,XP_011261324.1,1.00E-95,277,1.00E-95,277
NP_001306197.1,XP_011260152.1,0,1746,0,1700
NP_001306197.1,XP_011260155.1,0,1746,0,1700
NP_001306197.1,XP_011260156.1,0,1746,0,1700
NP_001306197.1,XP_011260157.1,0,1746,0,1700
NP_001306197.1,XP_011260159.1,0,1766,0,1721
NP_001306197.1,XP_011260160.1,0,1685,0,1640
NP_001306197.1,XP_025262016.1,0,1685,0,1640
NP_001306198.1,XP_011258470.1,0,575,0,579
NP_001314876.1,XP_025263366.1,8.00E-169,491,9.00E-169,491
NP_001314876.1,XP_025263376.1,9.00E-165,479,9.00E-165,479
NP_001314876.1,XP_025263397.1,2.00E-164,479,2.00E-164,479
NP_001314876.1,XP_025264810.1,2.00E-170,495,3.00E-170,495
NP_001314876.1,XP_025266643.1,2.00E-163,477,2.00E-163,477
NP_001314876.1,XP_025270785.1,1.00E-163,478,1.00E-163,478
NP_001314877.1,XP_011251790.1,0,776,0,776
NP_001314878.1,XP_011251793.2,0,818,0,819
NP_001314880.1,XP_019884382.1,0,3328,0,3271
NP_001314881.1,XP_011251792.1,4.00E-144,407,5.00E-144,407
NP_001314882.1,XP_011261933.2,1.00E-60,203,2.00E-60,203
NP_001314882.1,XP_011261935.2,1.00E-60,203,2.00E-60,203
NP_001314883.1,XP_011260166.1,0,1768,0,1828
NP_001314883.1,XP_011260167.1,0,1777,0,1836
NP_001314883.1,XP_011260169.1,0,1783,0,1842
NP_001314883.1,XP_011260170.1,0,1771,0,1830
NP_001314883.1,XP_011260171.1,0,1791,0,1852
NP_001314884.1,XP_011254751.1,0,692,0,712
NP_001314884.1,XP_025265872.1,0,692,0,712
NP_001314884.1,XP_025265936.1,0,692,0,712
NP_001314885.1,XP_011251795.1,0,548,0,560
NP_001314885.1,XP_025265551.1,0,530,0,542
NP_001314885.1,XP_025265552.1,0,530,0,542
NP_001314886.1,XP_025267084.1,0,1945,0,1950
NP_001314886.1,XP_025267085.1,0,1952,0,1958
NP_001314887.1,XP_011267745.1,0,3835,0,3806
NP_001314887.1,XP_011267746.1,0,3757,0,3729
NP_001314888.1,XP_011250495.1,0,591,0,591
NP_001314889.1,XP_011252345.1,5.00E-177,504,4.00E-174,496
NP_001314890.1,XP_011254202.1,0,689,0,689
NP_001314890.1,XP_011254203.1,0,689,0,689
NP_001314890.1,XP_025270036.1,0,689,0,689
NP_001314892.1,XP_011263770.1,0,755,0,755
NP_001314892.1,XP_011263771.1,0,746,0,746
NP_001314893.1,XP_011250689.1,0,2106,0,2067
NP_001314893.1,XP_011250690.1,0,2107,0,2068
NP_001314893.1,XP_025262584.1,0,2106,0,2067
NP_001314894.1,XP_011259574.2,7.00E-37,132,6.00E-47,159
NP_001314895.1,XP_011254589.1,0,675,0,676
NP_001314896.1,XP_011263582.2,2.00E-80,248,2.00E-80,248
NP_001314896.1,XP_025268131.1,2.00E-80,248,2.00E-80,248
NP_001318046.1,XP_011254034.1,0,1277,0,1298
NP_008090.1,XP_019884946.2,1.00E-58,197,3.00E-57,193
NP_008094.1,XP_019884947.1,5.00E-64,206,5.00E-64,206
XP_001119823.1,XP_011250800.1,3.00E-42,137,8.00E-42,136
XP_001119824.1,XP_011255670.1,7.00E-46,148,7.00E-46,148
XP_001119826.1,XP_011266403.1,1.00E-93,272,3.00E-88,258
XP_001119829.1,XP_011268671.1,6.00E-18,75.9,5.00E-22,87
XP_001119836.2,XP_011257520.1,0,580,0,612
XP_001119836.2,XP_011257521.1,0,566,0,599
XP_001119836.2,XP_011257523.1,0,566,0,599
XP_001119836.2,XP_011257526.1,0,566,0,599
XP_001119836.2,XP_011257527.1,0,566,0,599
XP_001119836.2,XP_025268748.1,0,576,0,608
XP_001119847.1,XP_011253619.1,0,921,0,921
XP_001119847.1,XP_011253621.1,0,921,0,921
XP_001119847.1,XP_011253623.1,0,921,0,921
XP_001119847.1,XP_011253624.1,0,921,0,921
XP_001119847.1,XP_019882618.1,0,921,0,921
XP_001119847.1,XP_019882619.1,0,921,0,921
XP_001119847.1,XP_025263734.1,0,921,0,921
XP_001119855.2,XP_011263671.2,0,637,0,637
XP_001119871.2,XP_011260237.1,4.00E-124,359,5.00E-128,369
XP_001119871.2,XP_011260238.1,4.00E-124,359,5.00E-128,369
XP_001119871.2,XP_011260239.1,4.00E-124,359,5.00E-128,369
XP_001119879.1,XP_011261344.1,4.00E-41,136,5.00E-41,136
XP_001119882.2,XP_011263398.1,0,879,0,862
XP_001119882.2,XP_011263399.1,0,879,0,862
XP_001119883.1,XP_011255162.1,6.00E-74,225,2.00E-86,257
XP_001119885.1,XP_011267863.1,8.00E-49,153,6.00E-43,138
XP_001119891.2,XP_011269003.1,2.00E-77,228,2.00E-77,228
XP_001119897.1,XP_019883311.1,2.00E-101,292,3.00E-101,292
XP_001119897.1,XP_025266124.1,2.00E-101,292,3.00E-101,292
XP_001119898.1,XP_011261357.1,0,618,0,618
XP_001119899.1,XP_011264339.1,4.00E-82,240,5.00E-82,240
XP_001119899.1,XP_011264343.1,2.00E-82,241,3.00E-82,241
XP_001119899.1,XP_011268841.1,6.00E-83,242,7.00E-83,242
XP_001119899.1,XP_011268873.1,6.00E-83,242,7.00E-83,242
XP_001119900.1,XP_025268646.1,5.00E-72,213,6.00E-72,213
XP_001119904.4,XP_011262955.1,0,607,0,577
XP_001119906.3,XP_011262749.2,0,1425,0,1400
XP_001119906.3,XP_025264177.1,0,1402,0,1375
XP_001119906.3,XP_025264178.1,0,1402,0,1376
XP_001119907.2,XP_025265540.1,2.00E-165,470,3.00E-161,460
XP_001119908.1,XP_011258619.1,1.00E-96,294,1.00E-96,294
XP_001119908.1,XP_011258620.1,1.00E-94,288,1.00E-94,288
XP_001119910.3,XP_011268498.2,4.00E-146,436,2.00E-139,419
XP_001119914.2,XP_011266563.1,2.00E-112,324,2.00E-112,324
XP_001119915.1,XP_025271045.1,4.00E-106,329,3.00E-101,317
XP_001119916.1,XP_011260911.1,0,846,0,870
XP_001119919.1,XP_011259135.1,6.00E-51,165,6.00E-51,165
XP_001119921.1,XP_011268205.1,9.00E-71,212,1.00E-63,194
XP_001119928.2,XP_011261243.1,0,580,0,568
XP_001119929.2,XP_011261994.1,1.00E-152,438,1.00E-152,438
XP_001119929.2,XP_011261996.1,1.00E-152,438,1.00E-152,438
XP_001119929.2,XP_025269551.1,1.00E-152,438,1.00E-152,438
XP_001119931.1,XP_011260241.1,1.00E-78,232,1.00E-87,255
XP_001119937.1,XP_011253113.1,1.00E-43,138,1.00E-43,138
XP_001119944.1,XP_011263860.1,3.00E-48,153,3.00E-48,153
XP_001119951.1,XP_011253315.1,1.00E-82,244,6.00E-86,253
XP_001119951.1,XP_011253316.1,1.00E-82,244,6.00E-86,253
XP_001119951.1,XP_019882562.1,1.00E-82,244,6.00E-86,253
XP_001119958.2,XP_011261232.1,0,1174,0,1174
XP_001119958.2,XP_011261233.1,0,1164,0,1164
XP_001119958.2,XP_011261235.1,0,1181,0,1181
XP_001119959.2,XP_011262071.1,0,764,0,764
XP_001119960.1,XP_011260991.1,4.00E-22,86.7,4.00E-22,86.7
XP_001119963.2,XP_011269618.1,0,1041,0,1041
XP_001119965.2,XP_025267888.1,0,1090,0,1112
XP_001119965.2,XP_025267889.1,0,1090,0,1112
XP_001119965.2,XP_025267890.1,0,1084,0,1106
XP_001119965.2,XP_025267891.1,0,1078,0,1101
XP_001119965.2,XP_025267892.1,0,1105,0,1127
XP_001119966.1,XP_011264162.1,0,514,0,525
XP_001119966.1,XP_011264163.1,0,520,0,531
XP_001119967.1,XP_011262762.1,2.00E-49,160,2.00E-49,160
XP_001119971.2,XP_011264050.2,0,545,0,572
XP_001119973.4,XP_011257353.3,8.00E-174,491,6.00E-175,494
XP_001119975.2,XP_011252429.1,0,733,0,703
XP_001119981.4,XP_011254123.2,2.00E-174,505,3.00E-169,492
XP_001119981.4,XP_011256679.1,0,523,2.00E-176,510
XP_001119981.4,XP_011256680.1,3.00E-174,504,4.00E-169,491
XP_001119982.2,XP_011266028.1,0,686,0,686
XP_001119992.2,XP_011259804.2,0,1332,0,1348
XP_001119992.2,XP_011259805.2,0,1332,0,1348
XP_001119993.2,XP_011252345.1,2.00E-173,495,1.00E-170,488
XP_001119995.3,XP_011259174.1,0,680,0,670
XP_001119998.2,XP_011252359.1,4.00E-114,326,5.00E-114,326
XP_001120000.1,XP_011264611.1,2.00E-59,186,3.00E-59,186
XP_001120009.1,XP_019884938.1,4.00E-48,150,4.00E-48,150
XP_001120011.1,XP_011252171.1,7.00E-103,295,8.00E-103,295
XP_001120012.2,XP_011267299.1,2.00E-61,187,2.00E-61,187
XP_001120012.2,XP_011267300.1,2.00E-61,187,2.00E-61,187
XP_001120014.1,XP_011264342.1,6.00E-82,239,7.00E-82,239
XP_001120014.1,XP_011264345.1,6.00E-83,242,6.00E-83,242
XP_001120014.1,XP_011265835.1,6.00E-83,242,6.00E-83,242
XP_001120014.1,XP_011268843.1,6.00E-83,242,6.00E-83,242
XP_001120016.1,XP_011265147.1,5.00E-87,255,3.00E-81,241
XP_001120018.1,XP_025268490.1,6.00E-100,303,3.00E-99,301
XP_001120020.1,XP_011256342.1,3.00E-26,98.6,3.00E-26,98.6
XP_001120023.2,XP_011261231.1,3.00E-91,266,3.00E-91,266
XP_001120025.2,XP_011268779.1,6.00E-146,409,7.00E-146,409
XP_001120025.2,XP_011268780.1,6.00E-146,409,7.00E-146,409
XP_001120030.2,XP_011251802.1,0,630,0,613
XP_001120030.2,XP_011251803.1,0,623,0,605
XP_001120030.2,XP_011251804.1,0,620,0,603
XP_001120032.3,XP_011264164.1,0,692,0,692
XP_001120034.1,XP_011252683.1,2.00E-46,148,2.00E-46,148
XP_001120034.1,XP_011252684.1,2.00E-46,148,2.00E-46,148
XP_001120035.3,XP_025270039.1,0,1159,0,1160
XP_001120037.2,XP_011268633.2,0,1229,0,1215
XP_001120039.2,XP_011252908.2,3.00E-122,358,7.00E-119,350
XP_001120040.2,XP_011268587.1,1.00E-117,355,1.00E-117,355
XP_001120043.2,XP_011251548.2,7.00E-114,343,8.00E-110,332
XP_001120045.3,XP_011256041.1,0,558,0,578
XP_001120052.1,XP_025267319.1,2.00E-96,291,1.00E-96,291
XP_001120054.2,XP_011263801.1,4.00E-128,370,4.00E-128,370
XP_001120056.1,XP_011258972.1,9.00E-16,68.9,8.00E-25,92.8
XP_001120059.3,XP_011265127.1,5.00E-103,303,4.00E-104,306
XP_001120061.2,XP_025270681.1,0,553,0,536
XP_001120061.2,XP_025270682.1,0,553,0,536
XP_001120061.2,XP_025270683.1,0,553,0,536
XP_001120067.1,XP_011253347.1,9.00E-47,147,1.00E-46,147
XP_001120069.1,XP_011264248.1,4.00E-78,229,5.00E-78,229
XP_001120073.2,XP_011268168.1,7.00E-16,71.6,1.00E-13,65.1
XP_001120073.2,XP_011268170.1,7.00E-16,71.2,1.00E-13,65.1
XP_001120073.2,XP_011268173.1,7.00E-16,71.2,1.00E-13,65.1
XP_001120073.2,XP_019885333.1,7.00E-16,71.2,1.00E-13,65.1
XP_001120073.2,XP_025269334.1,7.00E-16,71.2,1.00E-13,65.1
XP_001120073.2,XP_025269335.1,7.00E-16,71.2,1.00E-13,65.1
XP_001120073.2,XP_025269337.1,7.00E-16,71.2,1.00E-13,65.1
XP_001120083.1,XP_011266790.1,7.00E-49,156,3.00E-49,157
